,ML,Low_90,High_90,Low_50,High_50,state,district
1007,3.0,1.01,6.99,2.04,4.45,Bihar,Vaishali
1008,2.87,1.02,6.29,1.95,4.11,Bihar,Vaishali
1009,2.77,0.96,5.78,1.96,3.96,Bihar,Vaishali
1010,2.69,0.98,5.49,1.93,3.81,Bihar,Vaishali
1011,2.9,1.07,5.62,2.08,3.99,Bihar,Vaishali
1012,2.74,1.08,5.21,2.04,3.7800000000000002,Bihar,Vaishali
1013,2.61,1.05,4.88,1.9000000000000001,3.5100000000000002,Bihar,Vaishali
1014,2.5,1.02,4.62,1.8900000000000001,3.41,Bihar,Vaishali
1015,2.6,1.08,4.62,2.0100000000000002,3.5100000000000002,Bihar,Vaishali
1016,2.47,1.03,4.33,1.84,3.23,Bihar,Vaishali
1017,2.37,1.03,4.15,1.76,3.0700000000000003,Bihar,Vaishali
1018,2.2800000000000002,1.0,3.97,1.75,3.0,Bihar,Vaishali
1019,2.21,0.9500000000000001,3.79,1.73,2.93,Bihar,Vaishali
1020,2.14,0.96,3.7,1.6500000000000001,2.8000000000000003,Bihar,Vaishali
1021,2.09,0.89,3.5300000000000002,1.61,2.72,Bihar,Vaishali
1022,2.04,0.87,3.43,1.6,2.68,Bihar,Vaishali
1023,2.0,0.87,3.36,1.58,2.63,Bihar,Vaishali
1024,1.96,0.87,3.3000000000000003,1.53,2.5500000000000003,Bihar,Vaishali
1025,1.92,0.8300000000000001,3.2,1.53,2.5300000000000002,Bihar,Vaishali
1026,3.0,1.01,6.99,2.04,4.45,Bihar,West Champaran
1027,2.49,0.96,4.86,1.85,3.49,Bihar,West Champaran
1028,2.42,1.0,4.4,1.86,3.3000000000000003,Bihar,West Champaran
1029,2.34,1.0,4.04,1.73,3.0100000000000002,Bihar,West Champaran
1030,2.14,0.97,3.68,1.6500000000000001,2.79,Bihar,West Champaran
1031,2.1,0.99,3.52,1.61,2.67,Bihar,West Champaran
1032,2.06,1.0,3.37,1.59,2.58,Bihar,West Champaran
1033,1.94,0.9500000000000001,3.15,1.54,2.46,Bihar,West Champaran
1034,1.92,0.96,3.0500000000000003,1.57,2.45,Bihar,West Champaran
1035,1.83,0.91,2.88,1.51,2.34,Bihar,West Champaran
1036,1.76,0.9,2.7800000000000002,1.3800000000000001,2.16,Bihar,West Champaran
1037,3.0,1.01,6.99,2.04,4.45,Chandigarh,Chandigarh
1038,2.04,0.91,3.5500000000000003,1.55,2.66,Chandigarh,Chandigarh
1039,1.8,0.86,2.97,1.45,2.34,Chandigarh,Chandigarh
1040,1.77,0.92,2.79,1.42,2.2,Chandigarh,Chandigarh
1041,1.79,1.01,2.71,1.5,2.21,Chandigarh,Chandigarh
1042,1.81,1.07,2.62,1.5,2.14,Chandigarh,Chandigarh
1043,1.8900000000000001,1.21,2.64,1.6300000000000001,2.22,Chandigarh,Chandigarh
1044,1.92,1.3,2.61,1.69,2.23,Chandigarh,Chandigarh
1045,1.94,1.37,2.57,1.75,2.25,Chandigarh,Chandigarh
1046,1.92,1.37,2.47,1.74,2.2,Chandigarh,Chandigarh
1047,1.9000000000000001,1.4000000000000001,2.42,1.71,2.13,Chandigarh,Chandigarh
1048,1.86,1.4000000000000001,2.35,1.68,2.07,Chandigarh,Chandigarh
1049,1.82,1.3900000000000001,2.2800000000000002,1.67,2.04,Chandigarh,Chandigarh
1050,1.79,1.3900000000000001,2.23,1.6600000000000001,2.0100000000000002,Chandigarh,Chandigarh
1051,1.75,1.36,2.15,1.62,1.95,Chandigarh,Chandigarh
1052,1.7,1.34,2.1,1.56,1.87,Chandigarh,Chandigarh
1053,1.6400000000000001,1.29,2.0100000000000002,1.52,1.82,Chandigarh,Chandigarh
1054,1.6,1.27,1.97,1.49,1.78,Chandigarh,Chandigarh
1055,1.56,1.23,1.9000000000000001,1.45,1.73,Chandigarh,Chandigarh
1056,3.0,1.01,6.99,2.04,4.45,Chhattisgarh,Bilaspur
1057,2.87,1.02,6.29,1.95,4.11,Chhattisgarh,Bilaspur
1058,2.77,0.96,5.78,1.96,3.96,Chhattisgarh,Bilaspur
1059,2.69,0.98,5.49,1.93,3.81,Chhattisgarh,Bilaspur
1060,2.62,0.97,5.24,1.93,3.72,Chhattisgarh,Bilaspur
1061,2.5500000000000003,0.98,5.0600000000000005,1.87,3.58,Chhattisgarh,Bilaspur
1062,2.5,0.97,4.89,1.79,3.43,Chhattisgarh,Bilaspur
1063,2.44,0.9400000000000001,4.72,1.82,3.41,Chhattisgarh,Bilaspur
1064,2.4,0.92,4.58,1.78,3.3200000000000003,Chhattisgarh,Bilaspur
1065,2.36,0.93,4.49,1.78,3.2800000000000002,Chhattisgarh,Bilaspur
1066,2.32,0.93,4.4,1.75,3.21,Chhattisgarh,Bilaspur
1067,2.2800000000000002,0.89,4.2700000000000005,1.68,3.1,Chhattisgarh,Bilaspur
1068,2.25,0.9,4.21,1.67,3.06,Chhattisgarh,Bilaspur
1069,2.22,0.88,4.12,1.6400000000000001,3.0,Chhattisgarh,Bilaspur
1070,2.19,0.88,4.0600000000000005,1.67,3.0100000000000002,Chhattisgarh,Bilaspur
1071,2.17,0.86,3.98,1.61,2.92,Chhattisgarh,Bilaspur
1072,2.14,0.87,3.94,1.62,2.91,Chhattisgarh,Bilaspur
1073,2.12,0.85,3.87,1.61,2.88,Chhattisgarh,Bilaspur
1074,2.1,0.8200000000000001,3.79,1.59,2.84,Chhattisgarh,Bilaspur
1075,3.0,1.01,6.99,2.04,4.45,Chhattisgarh,Durg
1076,2.87,1.02,6.29,1.95,4.11,Chhattisgarh,Durg
1077,2.77,0.96,5.78,1.96,3.96,Chhattisgarh,Durg
1078,2.69,0.98,5.49,1.93,3.81,Chhattisgarh,Durg
1079,2.62,0.97,5.24,1.93,3.72,Chhattisgarh,Durg
1080,2.5500000000000003,0.98,5.0600000000000005,1.87,3.58,Chhattisgarh,Durg
1081,2.5,0.97,4.89,1.79,3.43,Chhattisgarh,Durg
1082,2.44,0.9400000000000001,4.72,1.82,3.41,Chhattisgarh,Durg
1083,2.61,1.0,4.83,1.98,3.6,Chhattisgarh,Durg
1084,2.5100000000000002,1.03,4.64,1.8800000000000001,3.4,Chhattisgarh,Durg
1085,2.6,1.1,4.65,2.0,3.5,Chhattisgarh,Durg
1086,2.83,1.27,4.7700000000000005,2.22,3.7,Chhattisgarh,Durg
1087,2.75,1.28,4.51,2.16,3.52,Chhattisgarh,Durg
1088,2.66,1.27,4.25,2.09,3.34,Chhattisgarh,Durg
1089,2.56,1.27,4.03,2.08,3.24,Chhattisgarh,Durg
1090,2.46,1.28,3.85,1.96,3.0300000000000002,Chhattisgarh,Durg
1091,2.37,1.26,3.66,1.94,2.94,Chhattisgarh,Durg
1092,2.22,1.17,3.4,1.81,2.74,Chhattisgarh,Durg
1093,2.1,1.1,3.2,1.75,2.63,Chhattisgarh,Durg
1094,3.0,1.01,6.99,2.04,4.45,Chhattisgarh,Kabeerdham
1095,2.49,0.96,4.86,1.85,3.49,Chhattisgarh,Kabeerdham
1096,2.25,0.9,4.17,1.69,3.0700000000000003,Chhattisgarh,Kabeerdham
1097,2.09,0.88,3.8000000000000003,1.58,2.81,Chhattisgarh,Kabeerdham
1098,1.98,0.84,3.52,1.51,2.64,Chhattisgarh,Kabeerdham
1099,1.8900000000000001,0.78,3.2800000000000002,1.49,2.5500000000000003,Chhattisgarh,Kabeerdham
1100,1.83,0.81,3.18,1.43,2.43,Chhattisgarh,Kabeerdham
1101,3.0,1.01,6.99,2.04,4.45,Chhattisgarh,Korba
1102,1.92,0.81,3.35,1.45,2.52,Chhattisgarh,Korba
1103,1.67,0.74,2.77,1.33,2.19,Chhattisgarh,Korba
1104,1.53,0.75,2.5300000000000002,1.24,1.99,Chhattisgarh,Korba
1105,1.45,0.6900000000000001,2.3000000000000003,1.19,1.87,Chhattisgarh,Korba
1106,1.3900000000000001,0.71,2.21,1.1500000000000001,1.78,Chhattisgarh,Korba
1107,1.35,0.7000000000000001,2.11,1.11,1.7,Chhattisgarh,Korba
1108,1.31,0.6900000000000001,2.0300000000000002,1.09,1.6500000000000001,Chhattisgarh,Korba
1109,1.28,0.67,1.95,1.03,1.56,Chhattisgarh,Korba
1110,1.26,0.6900000000000001,1.93,1.02,1.53,Chhattisgarh,Korba
1111,1.24,0.66,1.85,1.05,1.55,Chhattisgarh,Korba
1112,1.22,0.68,1.84,1.01,1.49,Chhattisgarh,Korba
1113,1.21,0.68,1.81,1.02,1.49,Chhattisgarh,Korba
1114,1.19,0.66,1.76,1.01,1.47,Chhattisgarh,Korba
1115,1.18,0.67,1.75,1.01,1.46,Chhattisgarh,Korba
1116,1.17,0.67,1.73,1.0,1.44,Chhattisgarh,Korba
1117,1.16,0.67,1.71,0.98,1.41,Chhattisgarh,Korba
1118,1.1500000000000001,0.66,1.68,0.96,1.3800000000000001,Chhattisgarh,Korba
1119,1.1400000000000001,0.67,1.68,0.98,1.4000000000000001,Chhattisgarh,Korba
1120,3.0,1.01,6.99,2.04,4.45,Chhattisgarh,Raipur
1121,2.5500000000000003,0.9400000000000001,5.0,1.81,3.5100000000000002,Chhattisgarh,Raipur
1122,2.32,0.9400000000000001,4.38,1.74,3.19,Chhattisgarh,Raipur
1123,2.16,0.9,3.98,1.6500000000000001,2.95,Chhattisgarh,Raipur
1124,2.05,0.85,3.68,1.51,2.7,Chhattisgarh,Raipur
1125,2.07,0.91,3.63,1.62,2.77,Chhattisgarh,Raipur
1126,1.98,0.88,3.42,1.54,2.61,Chhattisgarh,Raipur
1127,1.9000000000000001,0.86,3.2600000000000002,1.48,2.49,Chhattisgarh,Raipur
1128,1.83,0.8,3.08,1.43,2.39,Chhattisgarh,Raipur
1129,1.78,0.81,3.0,1.4000000000000001,2.32,Chhattisgarh,Raipur
1130,1.74,0.79,2.9,1.3900000000000001,2.2800000000000002,Chhattisgarh,Raipur
1131,1.7,0.77,2.81,1.36,2.22,Chhattisgarh,Raipur
1132,1.6600000000000001,0.76,2.74,1.31,2.14,Chhattisgarh,Raipur
1133,1.68,0.8,2.75,1.36,2.18,Chhattisgarh,Raipur
1134,1.6500000000000001,0.77,2.66,1.3,2.09,Chhattisgarh,Raipur
1135,1.61,0.76,2.6,1.29,2.06,Chhattisgarh,Raipur
1136,1.58,0.77,2.57,1.27,2.02,Chhattisgarh,Raipur
1137,1.56,0.76,2.52,1.22,1.95,Chhattisgarh,Raipur
1138,1.53,0.74,2.46,1.25,1.97,Chhattisgarh,Raipur
1139,3.0,1.01,6.99,2.04,4.45,Chhattisgarh,Rajnandgaon
1140,2.87,1.02,6.29,1.95,4.11,Chhattisgarh,Rajnandgaon
1141,2.77,0.96,5.78,1.96,3.96,Chhattisgarh,Rajnandgaon
1142,2.69,0.98,5.49,1.93,3.81,Chhattisgarh,Rajnandgaon
1143,2.62,0.97,5.24,1.93,3.72,Chhattisgarh,Rajnandgaon
1144,2.5500000000000003,0.98,5.0600000000000005,1.87,3.58,Chhattisgarh,Rajnandgaon
1145,2.5,0.97,4.89,1.79,3.43,Chhattisgarh,Rajnandgaon
1146,2.44,0.9400000000000001,4.72,1.82,3.41,Chhattisgarh,Rajnandgaon
1147,2.4,0.92,4.58,1.78,3.3200000000000003,Chhattisgarh,Rajnandgaon
1148,2.36,0.93,4.49,1.78,3.2800000000000002,Chhattisgarh,Rajnandgaon
1149,2.32,0.93,4.4,1.75,3.21,Chhattisgarh,Rajnandgaon
1150,2.2800000000000002,0.89,4.2700000000000005,1.68,3.1,Chhattisgarh,Rajnandgaon
1151,2.25,0.9,4.21,1.67,3.06,Chhattisgarh,Rajnandgaon
1152,2.22,0.88,4.12,1.6400000000000001,3.0,Chhattisgarh,Rajnandgaon
1153,2.19,0.88,4.0600000000000005,1.67,3.0100000000000002,Chhattisgarh,Rajnandgaon
1154,2.17,0.86,3.98,1.61,2.92,Chhattisgarh,Rajnandgaon
1155,2.14,0.87,3.94,1.62,2.91,Chhattisgarh,Rajnandgaon
1156,2.12,0.85,3.87,1.61,2.88,Chhattisgarh,Rajnandgaon
1157,2.1,0.8200000000000001,3.79,1.59,2.84,Chhattisgarh,Rajnandgaon
1158,3.0,1.01,6.99,2.04,4.45,Chhattisgarh,Surajpur
1159,2.9,1.1300000000000001,5.68,2.11,4.0200000000000005,Chhattisgarh,Surajpur
1160,2.5500000000000003,1.01,4.7,1.92,3.48,Chhattisgarh,Surajpur
1161,2.34,0.98,4.23,1.76,3.13,Chhattisgarh,Surajpur
1162,2.34,1.03,4.08,1.83,3.12,Chhattisgarh,Surajpur
1163,2.19,0.9500000000000001,3.73,1.6600000000000001,2.83,Chhattisgarh,Surajpur
1164,2.07,0.93,3.52,1.6,2.69,Chhattisgarh,Surajpur
1165,1.98,0.89,3.33,1.57,2.6,Chhattisgarh,Surajpur
1166,1.9100000000000001,0.87,3.19,1.52,2.5,Chhattisgarh,Surajpur
1167,1.85,0.84,3.06,1.42,2.35,Chhattisgarh,Surajpur
1168,3.0,1.01,6.99,2.04,4.45,Delhi,Central Delhi
1169,1.33,0.71,2.05,1.09,1.6500000000000001,Delhi,Central Delhi
1170,1.2,0.71,1.75,1.01,1.44,Delhi,Central Delhi
1171,1.1400000000000001,0.72,1.61,0.99,1.36,Delhi,Central Delhi
1172,1.11,0.73,1.53,0.97,1.3,Delhi,Central Delhi
1173,1.09,0.75,1.49,0.98,1.29,Delhi,Central Delhi
1174,1.07,0.75,1.44,0.97,1.26,Delhi,Central Delhi
1175,1.06,0.76,1.42,0.9500000000000001,1.22,Delhi,Central Delhi
1176,1.05,0.76,1.3900000000000001,0.9500000000000001,1.21,Delhi,Central Delhi
1177,1.05,0.76,1.37,0.9400000000000001,1.19,Delhi,Central Delhi
1178,1.04,0.76,1.35,0.96,1.21,Delhi,Central Delhi
1179,1.04,0.76,1.34,0.9400000000000001,1.18,Delhi,Central Delhi
1180,1.03,0.77,1.34,0.9500000000000001,1.19,Delhi,Central Delhi
1181,1.03,0.76,1.32,0.93,1.16,Delhi,Central Delhi
1182,1.03,0.76,1.31,0.9400000000000001,1.17,Delhi,Central Delhi
1183,1.02,0.77,1.32,0.9400000000000001,1.17,Delhi,Central Delhi
1184,1.02,0.76,1.3,0.9400000000000001,1.17,Delhi,Central Delhi
1185,3.0,1.01,6.99,2.04,4.45,Delhi,East Delhi
1186,2.63,1.22,4.42,2.06,3.41,Delhi,East Delhi
1187,2.35,1.18,3.67,1.93,2.98,Delhi,East Delhi
1188,2.19,1.18,3.29,1.79,2.67,Delhi,East Delhi
1189,2.07,1.2,3.06,1.72,2.49,Delhi,East Delhi
1190,2.02,1.21,2.88,1.68,2.37,Delhi,East Delhi
1191,1.9100000000000001,1.19,2.71,1.6500000000000001,2.2800000000000002,Delhi,East Delhi
1192,1.77,1.12,2.52,1.54,2.12,Delhi,East Delhi
1193,1.67,1.04,2.34,1.44,1.98,Delhi,East Delhi
1194,1.59,1.0,2.23,1.3800000000000001,1.8900000000000001,Delhi,East Delhi
1195,1.53,0.96,2.13,1.35,1.84,Delhi,East Delhi
1196,1.48,0.93,2.05,1.31,1.78,Delhi,East Delhi
1197,1.44,0.91,1.99,1.26,1.71,Delhi,East Delhi
1198,1.4000000000000001,0.9,1.95,1.2,1.6300000000000001,Delhi,East Delhi
1199,1.37,0.88,1.9000000000000001,1.19,1.61,Delhi,East Delhi
1200,1.34,0.85,1.84,1.17,1.58,Delhi,East Delhi
1201,1.32,0.85,1.82,1.1500000000000001,1.55,Delhi,East Delhi
1202,1.3,0.84,1.79,1.12,1.51,Delhi,East Delhi
1203,1.28,0.81,1.74,1.1300000000000001,1.52,Delhi,East Delhi
1204,3.0,1.01,6.99,2.04,4.45,Delhi,New Delhi
1205,2.59,1.2,4.34,2.06,3.39,Delhi,New Delhi
1206,2.31,1.19,3.64,1.8900000000000001,2.92,Delhi,New Delhi
1207,2.16,1.19,3.27,1.8,2.67,Delhi,New Delhi
1208,2.0,1.1400000000000001,2.96,1.69,2.45,Delhi,New Delhi
1209,1.93,1.1300000000000001,2.77,1.62,2.3000000000000003,Delhi,New Delhi
1210,1.84,1.11,2.61,1.55,2.17,Delhi,New Delhi
1211,1.71,1.06,2.45,1.43,2.0,Delhi,New Delhi
1212,1.62,1.01,2.31,1.41,1.95,Delhi,New Delhi
1213,1.55,0.97,2.2,1.35,1.86,Delhi,New Delhi
1214,1.5,0.93,2.1,1.31,1.8,Delhi,New Delhi
1215,1.45,0.92,2.05,1.27,1.74,Delhi,New Delhi
1216,1.41,0.9,1.99,1.23,1.68,Delhi,New Delhi
1217,1.3800000000000001,0.87,1.92,1.22,1.6600000000000001,Delhi,New Delhi
1218,1.35,0.85,1.87,1.1500000000000001,1.57,Delhi,New Delhi
1219,1.33,0.85,1.85,1.1400000000000001,1.55,Delhi,New Delhi
1220,1.3,0.84,1.82,1.11,1.51,Delhi,New Delhi
1221,1.28,0.8300000000000001,1.79,1.1400000000000001,1.54,Delhi,New Delhi
1222,1.27,0.81,1.75,1.11,1.5,Delhi,New Delhi
1223,3.0,1.01,6.99,2.04,4.45,Delhi,North Delhi
1224,2.39,1.1300000000000001,3.85,1.92,3.0700000000000003,Delhi,North Delhi
1225,2.27,1.27,3.41,1.87,2.7600000000000002,Delhi,North Delhi
1226,2.12,1.28,3.0700000000000003,1.79,2.5300000000000002,Delhi,North Delhi
1227,1.98,1.24,2.79,1.69,2.33,Delhi,North Delhi
1228,1.9100000000000001,1.26,2.65,1.6400000000000001,2.21,Delhi,North Delhi
1229,1.83,1.23,2.49,1.61,2.13,Delhi,North Delhi
1230,1.7,1.1500000000000001,2.31,1.5,1.98,Delhi,North Delhi
1231,1.6,1.08,2.16,1.43,1.8800000000000001,Delhi,North Delhi
1232,1.53,1.03,2.05,1.34,1.76,Delhi,North Delhi
1233,1.47,0.98,1.95,1.28,1.68,Delhi,North Delhi
1234,1.42,0.98,1.92,1.27,1.6600000000000001,Delhi,North Delhi
1235,1.3800000000000001,0.93,1.83,1.21,1.58,Delhi,North Delhi
1236,1.35,0.93,1.81,1.19,1.55,Delhi,North Delhi
1237,1.32,0.9,1.75,1.16,1.51,Delhi,North Delhi
1238,1.29,0.88,1.71,1.17,1.52,Delhi,North Delhi
1239,1.27,0.88,1.7,1.1400000000000001,1.48,Delhi,North Delhi
1240,1.25,0.86,1.6600000000000001,1.11,1.44,Delhi,North Delhi
1241,1.23,0.85,1.6400000000000001,1.11,1.44,Delhi,North Delhi
1242,3.0,1.01,6.99,2.04,4.45,Delhi,North East Delhi
1243,2.5500000000000003,1.11,4.55,1.92,3.37,Delhi,North East Delhi
1244,2.35,1.1,3.88,1.83,3.0,Delhi,North East Delhi
1245,2.21,1.11,3.5100000000000002,1.8,2.81,Delhi,North East Delhi
1246,2.11,1.1300000000000001,3.27,1.7,2.59,Delhi,North East Delhi
1247,2.02,1.1300000000000001,3.0700000000000003,1.69,2.5,Delhi,North East Delhi
1248,1.95,1.1300000000000001,2.91,1.6400000000000001,2.38,Delhi,North East Delhi
1249,1.82,1.02,2.65,1.53,2.21,Delhi,North East Delhi
1250,1.72,1.0,2.5300000000000002,1.4000000000000001,2.0300000000000002,Delhi,North East Delhi
1251,1.6400000000000001,0.9400000000000001,2.38,1.3900000000000001,1.99,Delhi,North East Delhi
1252,1.58,0.9400000000000001,2.32,1.34,1.9100000000000001,Delhi,North East Delhi
1253,1.53,0.91,2.23,1.31,1.86,Delhi,North East Delhi
1254,1.49,0.88,2.15,1.28,1.81,Delhi,North East Delhi
1255,1.45,0.86,2.09,1.24,1.75,Delhi,North East Delhi
1256,1.42,0.86,2.06,1.23,1.73,Delhi,North East Delhi
1257,1.3900000000000001,0.8200000000000001,1.98,1.18,1.6600000000000001,Delhi,North East Delhi
1258,1.37,0.8300000000000001,1.97,1.17,1.6400000000000001,Delhi,North East Delhi
1259,1.34,0.8,1.9100000000000001,1.1500000000000001,1.61,Delhi,North East Delhi
1260,1.32,0.8,1.8900000000000001,1.1300000000000001,1.58,Delhi,North East Delhi
1261,3.0,1.01,6.99,2.04,4.45,Delhi,North West Delhi
1262,2.5500000000000003,1.1300000000000001,4.37,1.98,3.35,Delhi,North West Delhi
1263,2.36,1.18,3.77,1.9100000000000001,3.0,Delhi,North West Delhi
1264,2.15,1.1400000000000001,3.33,1.79,2.71,Delhi,North West Delhi
1265,2.02,1.1,3.0300000000000002,1.7,2.5100000000000002,Delhi,North West Delhi
1266,1.97,1.12,2.87,1.6600000000000001,2.39,Delhi,North West Delhi
1267,1.8800000000000001,1.11,2.71,1.62,2.29,Delhi,North West Delhi
1268,1.75,1.06,2.54,1.48,2.09,Delhi,North West Delhi
1269,1.6600000000000001,1.0,2.38,1.4000000000000001,1.97,Delhi,North West Delhi
1270,1.59,0.97,2.2800000000000002,1.35,1.8900000000000001,Delhi,North West Delhi
1271,1.53,0.9500000000000001,2.2,1.33,1.85,Delhi,North West Delhi
1272,1.48,0.92,2.12,1.29,1.79,Delhi,North West Delhi
1273,1.44,0.88,2.0300000000000002,1.25,1.73,Delhi,North West Delhi
1274,1.41,0.88,2.0,1.2,1.6600000000000001,Delhi,North West Delhi
1275,1.3800000000000001,0.87,1.96,1.19,1.6400000000000001,Delhi,North West Delhi
1276,1.35,0.85,1.9100000000000001,1.18,1.62,Delhi,North West Delhi
1277,1.33,0.8200000000000001,1.85,1.16,1.59,Delhi,North West Delhi
1278,1.31,0.81,1.82,1.1400000000000001,1.56,Delhi,North West Delhi
1279,1.29,0.79,1.78,1.11,1.52,Delhi,North West Delhi
1280,3.0,1.01,6.99,2.04,4.45,Delhi,Shahdara
1281,1.72,0.8,2.94,1.34,2.24,Delhi,Shahdara
1282,1.49,0.72,2.41,1.19,1.9000000000000001,Delhi,Shahdara
1283,1.3800000000000001,0.6900000000000001,2.16,1.1400000000000001,1.76,Delhi,Shahdara
1284,1.32,0.68,2.0100000000000002,1.1,1.6600000000000001,Delhi,Shahdara
1285,1.27,0.7000000000000001,1.94,1.08,1.6,Delhi,Shahdara
1286,1.23,0.6900000000000001,1.85,1.02,1.5,Delhi,Shahdara
1287,1.21,0.68,1.78,1.03,1.49,Delhi,Shahdara
1288,1.19,0.67,1.72,1.02,1.46,Delhi,Shahdara
1289,1.17,0.67,1.68,0.99,1.41,Delhi,Shahdara
1290,1.1500000000000001,0.6900000000000001,1.67,1.0,1.41,Delhi,Shahdara
1291,1.1400000000000001,0.68,1.6300000000000001,1.0,1.4000000000000001,Delhi,Shahdara
1292,1.1300000000000001,0.6900000000000001,1.62,0.9400000000000001,1.32,Delhi,Shahdara
1293,1.12,0.6900000000000001,1.6,0.98,1.36,Delhi,Shahdara
1294,1.11,0.6900000000000001,1.58,0.97,1.34,Delhi,Shahdara
1295,1.1,0.68,1.55,0.9500000000000001,1.31,Delhi,Shahdara
1296,1.1,0.6900000000000001,1.55,0.97,1.33,Delhi,Shahdara
1297,3.0,1.01,6.99,2.04,4.45,Delhi,South Delhi
1298,2.1,1.06,3.39,1.7,2.68,Delhi,South Delhi
1299,1.8800000000000001,1.03,2.83,1.55,2.3000000000000003,Delhi,South Delhi
1300,1.76,1.05,2.58,1.52,2.16,Delhi,South Delhi
1301,1.67,1.04,2.39,1.44,2.0,Delhi,South Delhi
1302,1.62,1.04,2.2600000000000002,1.43,1.94,Delhi,South Delhi
1303,1.57,1.03,2.15,1.35,1.81,Delhi,South Delhi
1304,1.48,0.98,2.02,1.3,1.73,Delhi,South Delhi
1305,1.42,0.9500000000000001,1.93,1.27,1.68,Delhi,South Delhi
1306,1.37,0.92,1.85,1.23,1.62,Delhi,South Delhi
1307,1.33,0.89,1.78,1.18,1.55,Delhi,South Delhi
1308,1.3,0.88,1.74,1.16,1.52,Delhi,South Delhi
1309,1.27,0.88,1.72,1.1400000000000001,1.49,Delhi,South Delhi
1310,1.25,0.85,1.6600000000000001,1.12,1.46,Delhi,South Delhi
1311,1.22,0.8300000000000001,1.62,1.1,1.43,Delhi,South Delhi
1312,1.21,0.84,1.62,1.07,1.3900000000000001,Delhi,South Delhi
1313,1.19,0.81,1.57,1.08,1.4000000000000001,Delhi,South Delhi
1314,1.18,0.81,1.56,1.05,1.36,Delhi,South Delhi
1315,1.16,0.81,1.55,1.05,1.36,Delhi,South Delhi
1316,3.0,1.01,6.99,2.04,4.45,Delhi,South East Delhi
1317,1.41,0.73,2.25,1.16,1.8,Delhi,South East Delhi
1318,1.26,0.68,1.86,1.02,1.51,Delhi,South East Delhi
1319,1.19,0.71,1.73,0.98,1.4000000000000001,Delhi,South East Delhi
1320,1.1500000000000001,0.72,1.6400000000000001,0.99,1.37,Delhi,South East Delhi
1321,1.12,0.73,1.58,0.98,1.33,Delhi,South East Delhi
1322,1.1,0.72,1.51,0.97,1.3,Delhi,South East Delhi
1323,1.09,0.73,1.48,0.96,1.27,Delhi,South East Delhi
1324,1.08,0.73,1.45,0.96,1.26,Delhi,South East Delhi
1325,1.07,0.72,1.41,0.96,1.25,Delhi,South East Delhi
1326,1.06,0.73,1.4000000000000001,0.9500000000000001,1.23,Delhi,South East Delhi
1327,1.05,0.75,1.41,0.9400000000000001,1.21,Delhi,South East Delhi
1328,1.05,0.74,1.3800000000000001,0.9500000000000001,1.22,Delhi,South East Delhi
1329,1.04,0.74,1.37,0.93,1.19,Delhi,South East Delhi
1330,1.04,0.74,1.36,0.9400000000000001,1.2,Delhi,South East Delhi
1331,1.04,0.74,1.35,0.91,1.16,Delhi,South East Delhi
1332,1.03,0.75,1.36,0.93,1.18,Delhi,South East Delhi
1333,3.0,1.01,6.99,2.04,4.45,Delhi,South West Delhi
1334,2.52,1.1500000000000001,4.18,1.98,3.2600000000000002,Delhi,South West Delhi
1335,2.33,1.22,3.61,1.8900000000000001,2.89,Delhi,South West Delhi
1336,2.14,1.19,3.2,1.79,2.63,Delhi,South West Delhi
1337,2.02,1.16,2.92,1.68,2.41,Delhi,South West Delhi
1338,1.96,1.21,2.8000000000000003,1.69,2.35,Delhi,South West Delhi
1339,1.85,1.1500000000000001,2.59,1.61,2.21,Delhi,South West Delhi
1340,1.72,1.09,2.42,1.49,2.04,Delhi,South West Delhi
1341,1.6300000000000001,1.02,2.2600000000000002,1.37,1.8800000000000001,Delhi,South West Delhi
1342,1.56,1.0,2.18,1.37,1.86,Delhi,South West Delhi
1343,1.5,0.96,2.08,1.28,1.74,Delhi,South West Delhi
1344,1.45,0.9500000000000001,2.0300000000000002,1.28,1.73,Delhi,South West Delhi
1345,1.41,0.92,1.96,1.24,1.67,Delhi,South West Delhi
1346,1.3800000000000001,0.9,1.9100000000000001,1.22,1.6400000000000001,Delhi,South West Delhi
1347,1.35,0.88,1.86,1.1500000000000001,1.55,Delhi,South West Delhi
1348,1.32,0.85,1.8,1.1300000000000001,1.52,Delhi,South West Delhi
1349,1.3,0.84,1.77,1.1500000000000001,1.54,Delhi,South West Delhi
1350,1.28,0.85,1.77,1.1300000000000001,1.51,Delhi,South West Delhi
1351,1.26,0.8300000000000001,1.73,1.1,1.47,Delhi,South West Delhi
1352,3.0,1.01,6.99,2.04,4.45,Delhi,Unknown
1353,1.03,0.79,1.3,0.9500000000000001,1.16,Delhi,Unknown
1354,1.05,0.87,1.25,0.99,1.1500000000000001,Delhi,Unknown
1355,1.09,0.9400000000000001,1.27,1.04,1.18,Delhi,Unknown
1356,1.1400000000000001,1.0,1.3,1.1,1.23,Delhi,Unknown
1357,1.2,1.05,1.33,1.1500000000000001,1.27,Delhi,Unknown
1358,1.26,1.12,1.3900000000000001,1.22,1.34,Delhi,Unknown
1359,1.35,1.22,1.49,1.3,1.41,Delhi,Unknown
1360,1.42,1.3,1.56,1.3800000000000001,1.49,Delhi,Unknown
1361,1.47,1.35,1.6,1.44,1.55,Delhi,Unknown
1362,1.51,1.3900000000000001,1.6400000000000001,1.46,1.56,Delhi,Unknown
