,ML,Low_90,High_90,Low_50,High_50,state,district
5256,2.69,0.98,5.49,1.93,3.81,Odisha,Koraput
5257,2.62,0.97,5.24,1.93,3.72,Odisha,Koraput
5258,2.5500000000000003,0.98,5.0600000000000005,1.87,3.58,Odisha,Koraput
5259,2.5,0.97,4.89,1.79,3.43,Odisha,Koraput
5260,2.44,0.9400000000000001,4.72,1.82,3.41,Odisha,Koraput
5261,2.4,0.92,4.58,1.78,3.3200000000000003,Odisha,Koraput
5262,2.36,0.93,4.49,1.78,3.2800000000000002,Odisha,Koraput
5263,2.32,0.93,4.4,1.75,3.21,Odisha,Koraput
5264,2.2800000000000002,0.89,4.2700000000000005,1.68,3.1,Odisha,Koraput
5265,2.25,0.9,4.21,1.67,3.06,Odisha,Koraput
5266,3.0,1.01,6.99,2.04,4.45,Odisha,Puri
5267,2.87,1.02,6.29,1.95,4.11,Odisha,Puri
5268,2.77,0.96,5.78,1.96,3.96,Odisha,Puri
5269,2.69,0.98,5.49,1.93,3.81,Odisha,Puri
5270,2.62,0.97,5.24,1.93,3.72,Odisha,Puri
5271,2.5500000000000003,0.98,5.0600000000000005,1.87,3.58,Odisha,Puri
5272,2.5,0.97,4.89,1.79,3.43,Odisha,Puri
5273,2.44,0.9400000000000001,4.72,1.82,3.41,Odisha,Puri
5274,2.4,0.92,4.58,1.78,3.3200000000000003,Odisha,Puri
5275,2.36,0.93,4.49,1.78,3.2800000000000002,Odisha,Puri
5276,2.32,0.93,4.4,1.75,3.21,Odisha,Puri
5277,2.2800000000000002,0.89,4.2700000000000005,1.68,3.1,Odisha,Puri
5278,2.25,0.9,4.21,1.67,3.06,Odisha,Puri
5279,2.22,0.88,4.12,1.6400000000000001,3.0,Odisha,Puri
5280,2.19,0.88,4.0600000000000005,1.67,3.0100000000000002,Odisha,Puri
5281,2.17,0.86,3.98,1.61,2.92,Odisha,Puri
5282,2.14,0.87,3.94,1.62,2.91,Odisha,Puri
5283,2.12,0.85,3.87,1.61,2.88,Odisha,Puri
5284,2.1,0.8200000000000001,3.79,1.59,2.84,Odisha,Puri
5285,3.0,1.01,6.99,2.04,4.45,Odisha,Sundargarh
5286,2.69,0.9500000000000001,5.45,1.94,3.8200000000000003,Odisha,Sundargarh
5287,2.73,1.08,5.2,2.06,3.8000000000000003,Odisha,Sundargarh
5288,2.5,1.03,4.62,1.83,3.34,Odisha,Sundargarh
5289,2.5100000000000002,1.05,4.41,1.9100000000000001,3.33,Odisha,Sundargarh
5290,2.48,1.1,4.23,1.9100000000000001,3.23,Odisha,Sundargarh
5291,2.43,1.1300000000000001,4.04,1.94,3.17,Odisha,Sundargarh
5292,2.37,1.1500000000000001,3.86,1.9000000000000001,3.04,Odisha,Sundargarh
5293,2.3000000000000003,1.16,3.69,1.85,2.91,Odisha,Sundargarh
5294,2.15,1.08,3.42,1.73,2.71,Odisha,Sundargarh
5295,2.11,1.09,3.31,1.73,2.66,Odisha,Sundargarh
5296,2.0,1.04,3.13,1.62,2.49,Odisha,Sundargarh
5297,1.97,1.05,3.0500000000000003,1.6,2.43,Odisha,Sundargarh
5298,1.8900000000000001,1.01,2.91,1.54,2.33,Odisha,Sundargarh
5299,1.82,0.98,2.8000000000000003,1.51,2.27,Odisha,Sundargarh
5300,1.8,0.99,2.75,1.48,2.21,Odisha,Sundargarh
5301,1.75,0.9400000000000001,2.63,1.42,2.12,Odisha,Sundargarh
5302,1.7,0.9400000000000001,2.58,1.41,2.09,Odisha,Sundargarh
5303,1.6500000000000001,0.91,2.5,1.3800000000000001,2.04,Odisha,Sundargarh
5304,3.0,1.01,6.99,2.04,4.45,Punjab,Amritsar
5305,2.22,0.92,4.12,1.68,3.0300000000000002,Punjab,Amritsar
5306,1.95,0.85,3.46,1.5,2.6,Punjab,Amritsar
5307,1.8800000000000001,0.85,3.19,1.49,2.48,Punjab,Amritsar
5308,1.75,0.8,2.91,1.3900000000000001,2.2800000000000002,Punjab,Amritsar
5309,1.77,0.86,2.86,1.42,2.2600000000000002,Punjab,Amritsar
5310,1.94,1.03,2.96,1.61,2.42,Punjab,Amritsar
5311,2.35,1.47,3.3200000000000003,2.04,2.81,Punjab,Amritsar
5312,2.79,1.96,3.61,2.48,3.16,Punjab,Amritsar
5313,3.0500000000000003,2.36,3.7800000000000002,2.82,3.41,Punjab,Amritsar
5314,3.09,2.5,3.71,2.88,3.38,Punjab,Amritsar
5315,3.0,2.49,3.5300000000000002,2.82,3.25,Punjab,Amritsar
5316,2.86,2.43,3.34,2.68,3.0500000000000003,Punjab,Amritsar
5317,2.69,2.29,3.09,2.54,2.87,Punjab,Amritsar
5318,2.5,2.14,2.86,2.38,2.68,Punjab,Amritsar
5319,2.3000000000000003,1.97,2.63,2.16,2.43,Punjab,Amritsar
5320,2.12,1.83,2.45,2.0300000000000002,2.29,Punjab,Amritsar
5321,1.96,1.68,2.2600000000000002,1.86,2.1,Punjab,Amritsar
5322,1.84,1.58,2.14,1.75,1.98,Punjab,Amritsar
5323,3.0,1.01,6.99,2.04,4.45,Punjab,Barnala
5324,2.77,0.99,5.8100000000000005,1.97,3.97,Punjab,Barnala
5325,2.61,0.9500000000000001,5.21,1.85,3.63,Punjab,Barnala
5326,2.49,0.97,4.88,1.83,3.47,Punjab,Barnala
5327,2.4,0.9500000000000001,4.6000000000000005,1.73,3.2600000000000002,Punjab,Barnala
5328,2.32,0.93,4.38,1.71,3.16,Punjab,Barnala
5329,2.25,0.92,4.21,1.6400000000000001,3.02,Punjab,Barnala
5330,2.19,0.87,4.0200000000000005,1.6600000000000001,2.99,Punjab,Barnala
5331,2.14,0.88,3.92,1.62,2.9,Punjab,Barnala
5332,2.23,0.9400000000000001,3.97,1.72,3.0,Punjab,Barnala
5333,2.42,1.09,4.13,1.87,3.15,Punjab,Barnala
5334,2.5300000000000002,1.18,4.11,1.96,3.19,Punjab,Barnala
5335,2.67,1.34,4.13,2.17,3.34,Punjab,Barnala
5336,2.61,1.3800000000000001,3.94,2.15,3.22,Punjab,Barnala
5337,2.6,1.46,3.8200000000000003,2.14,3.12,Punjab,Barnala
5338,2.48,1.46,3.62,2.11,3.0100000000000002,Punjab,Barnala
5339,2.37,1.44,3.43,1.99,2.81,Punjab,Barnala
5340,2.23,1.36,3.2,1.9000000000000001,2.66,Punjab,Barnala
5341,2.08,1.25,2.96,1.78,2.49,Punjab,Barnala
5342,3.0,1.01,6.99,2.04,4.45,Punjab,Bathinda
5343,3.31,1.37,5.92,2.52,4.45,Punjab,Bathinda
5344,3.41,1.7,5.43,2.73,4.3,Punjab,Bathinda
5345,3.23,1.78,4.84,2.69,3.97,Punjab,Bathinda
5346,3.1,1.87,4.46,2.6,3.67,Punjab,Bathinda
5347,2.92,1.86,4.08,2.54,3.46,Punjab,Bathinda
5348,2.74,1.82,3.7600000000000002,2.4,3.2,Punjab,Bathinda
5349,2.5100000000000002,1.69,3.41,2.21,2.92,Punjab,Bathinda
5350,2.33,1.58,3.13,2.05,2.69,Punjab,Bathinda
5351,2.12,1.42,2.84,1.8800000000000001,2.47,Punjab,Bathinda
5352,1.99,1.36,2.69,1.77,2.32,Punjab,Bathinda
5353,3.0,1.01,6.99,2.04,4.45,Punjab,Faridkot
5354,2.69,0.9500000000000001,5.45,1.94,3.8200000000000003,Punjab,Faridkot
5355,2.49,0.9400000000000001,4.84,1.84,3.48,Punjab,Faridkot
5356,2.36,0.9500000000000001,4.49,1.76,3.25,Punjab,Faridkot
5357,2.25,0.91,4.19,1.67,3.0500000000000003,Punjab,Faridkot
5358,2.16,0.86,3.94,1.6300000000000001,2.93,Punjab,Faridkot
5359,2.23,0.9500000000000001,3.97,1.6600000000000001,2.93,Punjab,Faridkot
5360,2.13,0.92,3.7600000000000002,1.6600000000000001,2.86,Punjab,Faridkot
5361,2.17,0.98,3.74,1.67,2.83,Punjab,Faridkot
5362,2.18,0.99,3.64,1.74,2.86,Punjab,Faridkot
5363,2.36,1.18,3.79,1.86,2.95,Punjab,Faridkot
5364,2.54,1.35,3.84,2.08,3.12,Punjab,Faridkot
5365,2.75,1.62,3.94,2.29,3.25,Punjab,Faridkot
5366,2.73,1.72,3.81,2.38,3.25,Punjab,Faridkot
5367,2.69,1.79,3.67,2.38,3.16,Punjab,Faridkot
5368,2.57,1.76,3.45,2.29,2.99,Punjab,Faridkot
5369,2.42,1.67,3.2,2.14,2.77,Punjab,Faridkot
5370,2.3000000000000003,1.6,3.0,2.05,2.63,Punjab,Faridkot
5371,2.15,1.52,2.82,1.94,2.48,Punjab,Faridkot
5372,3.0,1.01,6.99,2.04,4.45,Punjab,Fatehgarh Sahib
5373,2.77,0.99,5.8100000000000005,1.97,3.97,Punjab,Fatehgarh Sahib
5374,2.61,0.9500000000000001,5.21,1.85,3.63,Punjab,Fatehgarh Sahib
5375,2.49,0.97,4.88,1.83,3.47,Punjab,Fatehgarh Sahib
5376,2.4,0.9500000000000001,4.6000000000000005,1.73,3.2600000000000002,Punjab,Fatehgarh Sahib
5377,2.32,0.93,4.38,1.71,3.16,Punjab,Fatehgarh Sahib
5378,2.25,0.92,4.21,1.6400000000000001,3.02,Punjab,Fatehgarh Sahib
5379,2.35,0.9500000000000001,4.21,1.8,3.18,Punjab,Fatehgarh Sahib
5380,2.4,1.03,4.2,1.86,3.2,Punjab,Fatehgarh Sahib
5381,2.42,1.1,4.14,1.8800000000000001,3.16,Punjab,Fatehgarh Sahib
5382,2.5300000000000002,1.2,4.13,1.98,3.21,Punjab,Fatehgarh Sahib
5383,2.56,1.29,4.05,2.08,3.24,Punjab,Fatehgarh Sahib
5384,2.63,1.43,4.0200000000000005,2.17,3.25,Punjab,Fatehgarh Sahib
5385,2.54,1.43,3.8000000000000003,2.14,3.13,Punjab,Fatehgarh Sahib
5386,2.5100000000000002,1.45,3.63,2.14,3.0500000000000003,Punjab,Fatehgarh Sahib
5387,2.4,1.41,3.41,2.0300000000000002,2.86,Punjab,Fatehgarh Sahib
5388,2.29,1.3900000000000001,3.24,1.98,2.75,Punjab,Fatehgarh Sahib
5389,2.16,1.33,3.0500000000000003,1.84,2.5500000000000003,Punjab,Fatehgarh Sahib
5390,2.06,1.27,2.88,1.78,2.45,Punjab,Fatehgarh Sahib
5391,3.0,1.01,6.99,2.04,4.45,Punjab,Fazilka
5392,3.09,1.31,5.47,2.33,4.09,Punjab,Fazilka
5393,3.12,1.54,4.94,2.49,3.92,Punjab,Fazilka
5394,3.09,1.74,4.59,2.59,3.7800000000000002,Punjab,Fazilka
5395,2.85,1.71,4.11,2.44,3.44,Punjab,Fazilka
5396,2.66,1.6600000000000001,3.74,2.2800000000000002,3.14,Punjab,Fazilka
5397,2.5,1.61,3.45,2.17,2.93,Punjab,Fazilka
5398,2.37,1.56,3.21,2.05,2.73,Punjab,Fazilka
5399,2.22,1.49,2.99,1.95,2.57,Punjab,Fazilka
5400,3.0,1.01,6.99,2.04,4.45,Punjab,Ferozepur
5401,1.8800000000000001,0.84,3.17,1.43,2.41,Punjab,Ferozepur
5402,1.6500000000000001,0.8,2.65,1.34,2.12,Punjab,Ferozepur
5403,1.5,0.78,2.38,1.23,1.9000000000000001,Punjab,Ferozepur
5404,1.44,0.78,2.23,1.16,1.76,Punjab,Ferozepur
5405,1.4000000000000001,0.79,2.13,1.18,1.74,Punjab,Ferozepur
5406,1.35,0.77,2.02,1.1400000000000001,1.6600000000000001,Punjab,Ferozepur
5407,3.0,1.01,6.99,2.04,4.45,Punjab,Firozpur
5408,2.87,1.02,6.29,1.95,4.11,Punjab,Firozpur
5409,2.77,0.96,5.78,1.96,3.96,Punjab,Firozpur
5410,2.69,0.98,5.49,1.93,3.81,Punjab,Firozpur
5411,2.62,0.97,5.24,1.93,3.72,Punjab,Firozpur
5412,2.5500000000000003,0.98,5.0600000000000005,1.87,3.58,Punjab,Firozpur
5413,2.74,1.06,5.19,2.0300000000000002,3.77,Punjab,Firozpur
5414,3.1,1.28,5.45,2.39,4.16,Punjab,Firozpur
5415,3.23,1.46,5.34,2.5300000000000002,4.17,Punjab,Firozpur
5416,3.19,1.56,5.04,2.5,3.96,Punjab,Firozpur
5417,3.06,1.61,4.71,2.5100000000000002,3.81,Punjab,Firozpur
5418,2.9,1.59,4.36,2.43,3.59,Punjab,Firozpur
5419,3.0,1.01,6.99,2.04,4.45,Punjab,Gurdaspur
5420,2.87,1.02,6.29,1.95,4.11,Punjab,Gurdaspur
5421,2.77,0.96,5.78,1.96,3.96,Punjab,Gurdaspur
5422,2.69,0.98,5.49,1.93,3.81,Punjab,Gurdaspur
5423,2.62,0.97,5.24,1.93,3.72,Punjab,Gurdaspur
5424,2.5500000000000003,0.98,5.0600000000000005,1.87,3.58,Punjab,Gurdaspur
5425,2.5,0.97,4.89,1.79,3.43,Punjab,Gurdaspur
5426,2.67,1.05,5.0200000000000005,1.95,3.62,Punjab,Gurdaspur
5427,3.0100000000000002,1.26,5.28,2.2800000000000002,3.98,Punjab,Gurdaspur
5428,3.37,1.6300000000000001,5.5,2.67,4.3,Punjab,Gurdaspur
5429,4.28,2.5300000000000002,6.08,3.65,5.13,Punjab,Gurdaspur
5430,4.28,2.89,5.75,3.7600000000000002,4.94,Punjab,Gurdaspur
5431,4.05,2.93,5.23,3.65,4.6000000000000005,Punjab,Gurdaspur
5432,3.81,2.88,4.76,3.5,4.28,Punjab,Gurdaspur
5433,3.52,2.73,4.3,3.25,3.9,Punjab,Gurdaspur
5434,3.12,2.46,3.81,2.9,3.46,Punjab,Gurdaspur
5435,2.84,2.2600000000000002,3.45,2.63,3.12,Punjab,Gurdaspur
5436,2.58,2.07,3.14,2.39,2.83,Punjab,Gurdaspur
5437,2.38,1.9000000000000001,2.87,2.21,2.61,Punjab,Gurdaspur
5438,3.0,1.01,6.99,2.04,4.45,Punjab,Hoshiarpur
5439,2.44,0.96,4.72,1.79,3.37,Punjab,Hoshiarpur
5440,2.19,0.87,4.0,1.6300000000000001,2.95,Punjab,Hoshiarpur
5441,2.0300000000000002,0.87,3.66,1.58,2.7600000000000002,Punjab,Hoshiarpur
5442,1.92,0.85,3.41,1.49,2.57,Punjab,Hoshiarpur
5443,1.92,0.8200000000000001,3.25,1.52,2.5500000000000003,Punjab,Hoshiarpur
5444,1.84,0.84,3.12,1.45,2.41,Punjab,Hoshiarpur
5445,1.98,0.98,3.23,1.56,2.5,Punjab,Hoshiarpur
5446,2.27,1.24,3.45,1.87,2.79,Punjab,Hoshiarpur
5447,2.6,1.59,3.66,2.23,3.09,Punjab,Hoshiarpur
5448,2.75,1.83,3.68,2.44,3.21,Punjab,Hoshiarpur
5449,2.81,2.0,3.63,2.49,3.16,Punjab,Hoshiarpur
5450,2.75,2.06,3.5,2.48,3.0700000000000003,Punjab,Hoshiarpur
5451,2.62,2.02,3.3000000000000003,2.42,2.95,Punjab,Hoshiarpur
5452,2.44,1.8900000000000001,3.04,2.22,2.69,Punjab,Hoshiarpur
5453,2.2800000000000002,1.78,2.83,2.09,2.52,Punjab,Hoshiarpur
5454,2.11,1.6400000000000001,2.61,1.94,2.34,Punjab,Hoshiarpur
5455,1.95,1.51,2.42,1.81,2.19,Punjab,Hoshiarpur
5456,1.82,1.4000000000000001,2.2600000000000002,1.69,2.05,Punjab,Hoshiarpur
5457,3.0,1.01,6.99,2.04,4.45,Punjab,Jalandhar
5458,1.86,0.9,3.02,1.47,2.36,Punjab,Jalandhar
5459,1.67,0.87,2.5300000000000002,1.4000000000000001,2.1,Punjab,Jalandhar
5460,1.58,0.92,2.35,1.3,1.8900000000000001,Punjab,Jalandhar
5461,1.54,0.92,2.19,1.33,1.86,Punjab,Jalandhar
5462,1.52,0.97,2.13,1.31,1.79,Punjab,Jalandhar
5463,1.52,1.01,2.08,1.32,1.76,Punjab,Jalandhar
5464,1.52,1.05,2.05,1.34,1.75,Punjab,Jalandhar
5465,1.51,1.06,1.99,1.37,1.76,Punjab,Jalandhar
5466,1.51,1.1,1.98,1.35,1.71,Punjab,Jalandhar
5467,1.51,1.11,1.94,1.35,1.69,Punjab,Jalandhar
5468,1.5,1.12,1.9100000000000001,1.3800000000000001,1.71,Punjab,Jalandhar
5469,1.5,1.12,1.87,1.36,1.67,Punjab,Jalandhar
5470,1.49,1.1300000000000001,1.85,1.37,1.67,Punjab,Jalandhar
5471,1.48,1.1500000000000001,1.85,1.37,1.6600000000000001,Punjab,Jalandhar
5472,1.46,1.1300000000000001,1.8,1.35,1.6300000000000001,Punjab,Jalandhar
5473,1.43,1.12,1.77,1.32,1.59,Punjab,Jalandhar
5474,1.41,1.1,1.73,1.29,1.55,Punjab,Jalandhar
5475,1.3800000000000001,1.09,1.71,1.29,1.55,Punjab,Jalandhar
5476,3.0,1.01,6.99,2.04,4.45,Punjab,Kapurthala
5477,2.69,0.9500000000000001,5.45,1.94,3.8200000000000003,Punjab,Kapurthala
5478,2.49,0.9400000000000001,4.84,1.84,3.48,Punjab,Kapurthala
5479,2.36,0.9500000000000001,4.49,1.76,3.25,Punjab,Kapurthala
5480,2.42,1.01,4.42,1.84,3.2800000000000002,Punjab,Kapurthala
5481,2.43,1.07,4.3,1.85,3.21,Punjab,Kapurthala
5482,2.42,1.1,4.13,1.9000000000000001,3.18,Punjab,Kapurthala
5483,2.37,1.1,3.93,1.85,3.04,Punjab,Kapurthala
5484,2.32,1.1300000000000001,3.7800000000000002,1.82,2.93,Punjab,Kapurthala
5485,2.35,1.19,3.7,1.8900000000000001,2.94,Punjab,Kapurthala
5486,2.2600000000000002,1.16,3.49,1.87,2.85,Punjab,Kapurthala
5487,2.18,1.16,3.34,1.79,2.7,Punjab,Kapurthala
5488,2.17,1.19,3.25,1.81,2.67,Punjab,Kapurthala
5489,2.09,1.19,3.13,1.77,2.58,Punjab,Kapurthala
5490,2.07,1.19,3.02,1.74,2.5,Punjab,Kapurthala
5491,1.99,1.17,2.9,1.7,2.42,Punjab,Kapurthala
5492,1.93,1.1400000000000001,2.7800000000000002,1.6400000000000001,2.32,Punjab,Kapurthala
5493,1.87,1.12,2.68,1.61,2.2600000000000002,Punjab,Kapurthala
5494,1.82,1.09,2.58,1.57,2.19,Punjab,Kapurthala
5495,3.0,1.01,6.99,2.04,4.45,Punjab,Ludhiana
5496,2.14,0.87,3.88,1.61,2.88,Punjab,Ludhiana
5497,1.96,0.89,3.39,1.5,2.5500000000000003,Punjab,Ludhiana
5498,1.78,0.84,3.0100000000000002,1.3900000000000001,2.3000000000000003,Punjab,Ludhiana
5499,1.72,0.8,2.7800000000000002,1.34,2.17,Punjab,Ludhiana
5500,1.78,0.92,2.8000000000000003,1.47,2.2600000000000002,Punjab,Ludhiana
5501,1.93,1.09,2.88,1.6400000000000001,2.39,Punjab,Ludhiana
5502,2.09,1.29,2.96,1.78,2.47,Punjab,Ludhiana
5503,2.25,1.51,3.04,1.97,2.6,Punjab,Ludhiana
5504,2.35,1.68,3.06,2.11,2.68,Punjab,Ludhiana
5505,2.38,1.78,3.02,2.16,2.67,Punjab,Ludhiana
5506,2.33,1.8,2.92,2.13,2.59,Punjab,Ludhiana
5507,2.2600000000000002,1.76,2.77,2.1,2.52,Punjab,Ludhiana
5508,2.16,1.71,2.64,1.97,2.35,Punjab,Ludhiana
5509,2.02,1.6,2.46,1.8900000000000001,2.25,Punjab,Ludhiana
5510,1.9000000000000001,1.52,2.33,1.78,2.12,Punjab,Ludhiana
5511,1.8,1.44,2.21,1.68,2.0,Punjab,Ludhiana
5512,1.71,1.35,2.08,1.57,1.87,Punjab,Ludhiana
5513,1.6300000000000001,1.28,1.98,1.51,1.8,Punjab,Ludhiana
5514,3.0,1.01,6.99,2.04,4.45,Punjab,Mansa
5515,2.25,0.92,4.19,1.7,3.08,Punjab,Mansa
5516,1.98,0.84,3.5100000000000002,1.53,2.66,Punjab,Mansa
5517,1.83,0.8200000000000001,3.18,1.3900000000000001,2.38,Punjab,Mansa
5518,1.72,0.78,2.93,1.37,2.2800000000000002,Punjab,Mansa
5519,1.7,0.8,2.83,1.32,2.17,Punjab,Mansa
5520,1.6300000000000001,0.77,2.67,1.31,2.11,Punjab,Mansa
5521,1.57,0.76,2.56,1.21,1.96,Punjab,Mansa
5522,1.53,0.75,2.47,1.23,1.95,Punjab,Mansa
5523,1.53,0.75,2.41,1.26,1.96,Punjab,Mansa
5524,1.49,0.75,2.35,1.22,1.8900000000000001,Punjab,Mansa
5525,1.49,0.75,2.3000000000000003,1.23,1.8800000000000001,Punjab,Mansa
5526,1.45,0.75,2.25,1.21,1.84,Punjab,Mansa
5527,1.45,0.76,2.22,1.21,1.82,Punjab,Mansa
5528,1.45,0.76,2.18,1.19,1.78,Punjab,Mansa
5529,1.45,0.8,2.19,1.23,1.81,Punjab,Mansa
5530,1.44,0.8,2.15,1.21,1.77,Punjab,Mansa
5531,1.41,0.78,2.09,1.1500000000000001,1.69,Punjab,Mansa
5532,1.3900000000000001,0.78,2.06,1.17,1.7,Punjab,Mansa
5533,3.0,1.01,6.99,2.04,4.45,Punjab,Moga
5534,2.61,0.98,5.24,1.86,3.64,Punjab,Moga
5535,2.4,0.9400000000000001,4.58,1.76,3.29,Punjab,Moga
5536,2.25,0.93,4.21,1.68,3.06,Punjab,Moga
5537,2.14,0.85,3.87,1.55,2.82,Punjab,Moga
5538,2.05,0.87,3.71,1.59,2.79,Punjab,Moga
5539,1.98,0.85,3.54,1.49,2.62,Punjab,Moga
5540,2.13,0.97,3.66,1.6400000000000001,2.77,Punjab,Moga
5541,2.22,1.06,3.67,1.78,2.88,Punjab,Moga
5542,2.36,1.19,3.7,1.8900000000000001,2.94,Punjab,Moga
5543,2.49,1.37,3.74,2.07,3.06,Punjab,Moga
5544,2.58,1.54,3.73,2.19,3.1,Punjab,Moga
5545,2.63,1.67,3.66,2.24,3.06,Punjab,Moga
5546,2.6,1.71,3.5,2.27,3.0100000000000002,Punjab,Moga
5547,2.52,1.74,3.36,2.24,2.91,Punjab,Moga
5548,2.4,1.69,3.16,2.15,2.7600000000000002,Punjab,Moga
5549,2.27,1.62,2.97,2.05,2.61,Punjab,Moga
5550,2.14,1.54,2.79,1.94,2.46,Punjab,Moga
5551,2.0300000000000002,1.48,2.65,1.83,2.31,Punjab,Moga
5552,3.0,1.01,6.99,2.04,4.45,Punjab,Pathankot
5553,1.98,0.86,3.5300000000000002,1.54,2.67,Punjab,Pathankot
5554,1.72,0.78,2.92,1.33,2.23,Punjab,Pathankot
5555,1.58,0.73,2.6,1.27,2.06,Punjab,Pathankot
5556,1.54,0.76,2.48,1.23,1.95,Punjab,Pathankot
5557,1.46,0.74,2.33,1.21,1.8800000000000001,Punjab,Pathankot
5558,1.41,0.72,2.21,1.1300000000000001,1.75,Punjab,Pathankot
5559,1.37,0.7000000000000001,2.11,1.12,1.71,Punjab,Pathankot
5560,1.33,0.7000000000000001,2.05,1.08,1.6400000000000001,Punjab,Pathankot
5561,1.31,0.7000000000000001,2.0,1.08,1.62,Punjab,Pathankot
5562,1.28,0.67,1.92,1.06,1.58,Punjab,Pathankot
5563,1.28,0.71,1.93,1.09,1.6,Punjab,Pathankot
5564,1.26,0.68,1.86,1.05,1.54,Punjab,Pathankot
5565,1.24,0.68,1.83,1.05,1.53,Punjab,Pathankot
5566,1.25,0.71,1.84,1.06,1.53,Punjab,Pathankot
5567,1.23,0.7000000000000001,1.8,1.05,1.51,Punjab,Pathankot
5568,1.22,0.7000000000000001,1.78,1.04,1.49,Punjab,Pathankot
5569,1.2,0.7000000000000001,1.76,1.03,1.47,Punjab,Pathankot
5570,1.21,0.7000000000000001,1.74,1.02,1.45,Punjab,Pathankot
5571,3.0,1.01,6.99,2.04,4.45,Punjab,Patiala
5572,1.96,0.9400000000000001,3.22,1.56,2.52,Punjab,Patiala
5573,1.72,0.9,2.68,1.43,2.18,Punjab,Patiala
5574,1.6300000000000001,0.93,2.47,1.36,2.0,Punjab,Patiala
5575,1.55,0.92,2.29,1.32,1.8900000000000001,Punjab,Patiala
5576,1.52,0.93,2.18,1.31,1.83,Punjab,Patiala
5577,1.46,0.9,2.05,1.27,1.75,Punjab,Patiala
5578,1.44,0.92,2.0,1.26,1.71,Punjab,Patiala
5579,1.43,0.93,1.95,1.24,1.6600000000000001,Punjab,Patiala
5580,1.41,0.9500000000000001,1.92,1.24,1.6400000000000001,Punjab,Patiala
5581,1.41,0.9500000000000001,1.87,1.24,1.62,Punjab,Patiala
5582,1.41,0.99,1.8800000000000001,1.27,1.6400000000000001,Punjab,Patiala
5583,1.4000000000000001,0.99,1.84,1.25,1.6,Punjab,Patiala
5584,1.3900000000000001,1.0,1.82,1.26,1.6,Punjab,Patiala
5585,1.3800000000000001,1.0,1.79,1.25,1.58,Punjab,Patiala
5586,1.36,0.99,1.76,1.24,1.56,Punjab,Patiala
5587,1.33,0.98,1.73,1.21,1.52,Punjab,Patiala
5588,1.31,0.96,1.69,1.18,1.48,Punjab,Patiala
5589,1.28,0.9400000000000001,1.6500000000000001,1.18,1.48,Punjab,Patiala
5590,3.0,1.01,6.99,2.04,4.45,Punjab,Rupnagar
5591,2.69,0.9500000000000001,5.45,1.94,3.8200000000000003,Punjab,Rupnagar
5592,2.49,0.9400000000000001,4.84,1.84,3.48,Punjab,Rupnagar
5593,2.36,0.9500000000000001,4.49,1.76,3.25,Punjab,Rupnagar
5594,2.25,0.91,4.19,1.67,3.0500000000000003,Punjab,Rupnagar
5595,2.16,0.86,3.94,1.6300000000000001,2.93,Punjab,Rupnagar
5596,2.09,0.87,3.8000000000000003,1.53,2.7600000000000002,Punjab,Rupnagar
5597,2.15,0.92,3.8000000000000003,1.6,2.81,Punjab,Rupnagar
5598,2.19,0.9500000000000001,3.74,1.72,2.9,Punjab,Rupnagar
5599,2.2,1.0,3.68,1.73,2.86,Punjab,Rupnagar
5600,2.19,1.04,3.6,1.76,2.84,Punjab,Rupnagar
5601,2.25,1.1,3.56,1.79,2.82,Punjab,Rupnagar
5602,2.19,1.1300000000000001,3.45,1.78,2.75,Punjab,Rupnagar
5603,2.2,1.17,3.37,1.82,2.74,Punjab,Rupnagar
5604,2.13,1.17,3.24,1.75,2.61,Punjab,Rupnagar
5605,2.06,1.1500000000000001,3.1,1.71,2.52,Punjab,Rupnagar
5606,2.0,1.1,2.94,1.69,2.46,Punjab,Rupnagar
5607,1.9000000000000001,1.08,2.83,1.61,2.34,Punjab,Rupnagar
5608,1.82,1.04,2.71,1.52,2.21,Punjab,Rupnagar
5609,3.0,1.01,6.99,2.04,4.45,Punjab,S.A.S. Nagar
5610,1.6300000000000001,0.76,2.72,1.31,2.14,Punjab,S.A.S. Nagar
5611,1.46,0.74,2.3000000000000003,1.1500000000000001,1.8,Punjab,S.A.S. Nagar
5612,1.35,0.73,2.08,1.09,1.6500000000000001,Punjab,S.A.S. Nagar
5613,1.3,0.73,1.95,1.1,1.61,Punjab,S.A.S. Nagar
5614,1.27,0.75,1.8800000000000001,1.08,1.55,Punjab,S.A.S. Nagar
5615,1.28,0.78,1.84,1.1,1.54,Punjab,S.A.S. Nagar
5616,1.29,0.81,1.81,1.1400000000000001,1.56,Punjab,S.A.S. Nagar
5617,1.32,0.86,1.81,1.1300000000000001,1.52,Punjab,S.A.S. Nagar
5618,1.32,0.87,1.77,1.1400000000000001,1.51,Punjab,S.A.S. Nagar
5619,1.33,0.9,1.76,1.2,1.56,Punjab,S.A.S. Nagar
5620,1.32,0.93,1.76,1.17,1.51,Punjab,S.A.S. Nagar
5621,1.31,0.9400000000000001,1.74,1.18,1.51,Punjab,S.A.S. Nagar
5622,1.3,0.93,1.7,1.17,1.49,Punjab,S.A.S. Nagar
5623,1.27,0.92,1.67,1.1500000000000001,1.46,Punjab,S.A.S. Nagar
5624,1.25,0.9,1.6300000000000001,1.12,1.42,Punjab,S.A.S. Nagar
