,state,date,ML,Low_90,High_90,Low_50,High_50,state_ab,insufficient_data
69,Bihar,2020-03-24,2.7800000000000002,0.9400000000000001,5.8100000000000005,2.0,4.0200000000000005,BR,0
70,Bihar,2020-03-25,3.02,1.08,5.99,2.15,4.2,BR,0
71,Bihar,2020-03-26,2.83,1.03,5.43,2.02,3.86,BR,0
72,Bihar,2020-03-27,2.68,0.99,5.0600000000000005,2.0100000000000002,3.72,BR,0
73,Bihar,2020-03-28,2.57,0.97,4.8100000000000005,1.93,3.54,BR,0
74,Bihar,2020-03-29,2.68,1.06,4.84,1.99,3.5700000000000003,BR,0
75,Bihar,2020-03-30,2.5300000000000002,0.99,4.53,1.9100000000000001,3.39,BR,0
76,Bihar,2020-03-31,2.41,0.92,4.28,1.8,3.2,BR,0
77,Bihar,2020-04-01,2.31,0.85,4.07,1.72,3.06,BR,0
78,Bihar,2020-04-02,2.23,0.84,3.96,1.71,3.0100000000000002,BR,0
79,Bihar,2020-04-03,2.04,0.66,3.64,1.51,2.75,BR,0
80,Bihar,2020-04-04,2.0,0.65,3.6,1.41,2.63,BR,0
81,Bihar,2020-04-05,2.08,0.72,3.68,1.57,2.8000000000000003,BR,0
82,Bihar,2020-04-06,2.15,0.77,3.7,1.58,2.79,BR,0
83,Bihar,2020-04-07,2.07,0.74,3.59,1.57,2.75,BR,0
84,Bihar,2020-04-08,2.0,0.6900000000000001,3.47,1.5,2.65,BR,0
85,Bihar,2020-04-09,2.04,0.74,3.48,1.54,2.67,BR,0
86,Bihar,2020-04-10,1.96,0.7000000000000001,3.37,1.48,2.58,BR,0
87,Bihar,2020-04-11,1.81,0.56,3.15,1.31,2.38,BR,0
88,Bihar,2020-04-12,1.77,0.48,3.0300000000000002,1.3,2.36,BR,0
89,Bihar,2020-04-13,1.73,0.45,2.97,1.27,2.32,BR,0
90,Bihar,2020-04-14,1.6,0.38,2.85,1.16,2.2,BR,0
91,Bihar,2020-04-15,1.67,0.44,2.93,1.21,2.25,BR,0
92,Bihar,2020-04-16,1.72,0.5,2.99,1.23,2.2600000000000002,BR,0
93,Bihar,2020-04-17,1.83,0.6,3.0700000000000003,1.3800000000000001,2.4,BR,0
94,Bihar,2020-04-18,1.84,0.66,3.08,1.43,2.43,BR,0
95,Bihar,2020-04-19,1.98,0.8200000000000001,3.17,1.59,2.56,BR,0
96,Bihar,2020-04-20,2.14,1.0,3.24,1.72,2.64,BR,0
97,Bihar,2020-04-21,2.16,1.12,3.24,1.78,2.65,BR,0
98,Bihar,2020-04-22,2.2,1.21,3.2,1.85,2.67,BR,0
99,Bihar,2020-04-23,2.2800000000000002,1.36,3.22,1.97,2.74,BR,0
100,Bihar,2020-04-24,2.18,1.32,3.06,1.8800000000000001,2.6,BR,0
101,Bihar,2020-04-25,2.08,1.27,2.91,1.81,2.49,BR,0
102,Bihar,2020-04-26,1.93,1.1500000000000001,2.71,1.6300000000000001,2.27,BR,0
103,Bihar,2020-04-27,1.81,1.06,2.56,1.55,2.17,BR,0
104,Bihar,2020-04-28,1.6600000000000001,0.9500000000000001,2.41,1.4000000000000001,2.0,BR,0
105,Bihar,2020-04-29,1.52,0.8,2.23,1.26,1.85,BR,0
106,Bihar,2020-04-30,1.4000000000000001,0.71,2.13,1.11,1.69,BR,0
107,Bihar,2020-05-01,1.27,0.59,2.0100000000000002,1.0,1.58,BR,0
108,Bihar,2020-05-02,1.11,0.42,1.84,0.88,1.47,BR,0
109,Bihar,2020-05-03,1.04,0.35000000000000003,1.78,0.77,1.36,BR,0
110,Bihar,2020-05-04,0.96,0.26,1.69,0.7000000000000001,1.3,BR,0
111,Bihar,2020-05-05,0.96,0.25,1.7,0.6900000000000001,1.3,BR,0
112,Bihar,2020-05-06,0.9,0.15,1.58,0.64,1.26,BR,0
113,Bihar,2020-05-07,0.93,0.2,1.67,0.66,1.29,BR,0
114,Bihar,2020-05-08,0.9400000000000001,0.18,1.6600000000000001,0.67,1.31,BR,0
115,Bihar,2020-05-09,1.01,0.23,1.75,0.74,1.3900000000000001,BR,0
116,Chandigarh,2020-04-15,3.0,1.01,6.99,2.04,4.45,CH,0
117,Chandigarh,2020-04-16,2.88,0.99,6.28,1.99,4.16,CH,0
118,Chandigarh,2020-04-17,2.7800000000000002,0.9400000000000001,5.8100000000000005,2.0,4.0200000000000005,CH,0
119,Chandigarh,2020-04-18,2.7,0.97,5.5600000000000005,1.87,3.77,CH,0
120,Chandigarh,2020-04-19,2.63,0.93,5.3,1.9100000000000001,3.73,CH,0
121,Chandigarh,2020-04-20,2.57,0.89,5.09,1.86,3.61,CH,0
122,Chandigarh,2020-04-21,2.52,0.89,4.96,1.79,3.48,CH,0
123,Chandigarh,2020-04-22,2.47,0.87,4.83,1.82,3.47,CH,0
124,Chandigarh,2020-04-23,2.65,0.98,5.0,1.98,3.66,CH,0
125,Chandigarh,2020-04-24,2.75,1.06,4.99,2.0300000000000002,3.67,CH,0
126,Chandigarh,2020-04-25,2.79,1.1400000000000001,4.89,2.15,3.72,CH,0
127,Chandigarh,2020-04-26,2.94,1.3,4.88,2.23,3.72,CH,0
128,Chandigarh,2020-04-27,2.8000000000000003,1.29,4.57,2.17,3.5300000000000002,CH,0
129,Chandigarh,2020-04-28,2.67,1.23,4.25,2.05,3.3000000000000003,CH,0
130,Chandigarh,2020-04-29,2.54,1.21,4.0200000000000005,1.99,3.15,CH,0
131,Chandigarh,2020-04-30,2.34,1.07,3.69,1.81,2.89,CH,0
132,Chandigarh,2020-05-01,2.18,1.0,3.49,1.75,2.7800000000000002,CH,0
133,Chandigarh,2020-05-02,1.98,0.8300000000000001,3.21,1.53,2.5100000000000002,CH,0
134,Chandigarh,2020-05-03,1.8900000000000001,0.79,3.11,1.43,2.38,CH,0
135,Chandigarh,2020-05-04,1.82,0.71,2.97,1.4000000000000001,2.33,CH,0
136,Chandigarh,2020-05-05,1.8800000000000001,0.8,3.02,1.44,2.35,CH,0
137,Chandigarh,2020-05-06,1.8,0.73,2.89,1.41,2.3000000000000003,CH,0
138,Chandigarh,2020-05-07,1.79,0.77,2.89,1.41,2.2800000000000002,CH,0
139,Chandigarh,2020-05-08,1.83,0.8,2.86,1.47,2.32,CH,0
140,Chandigarh,2020-05-09,1.79,0.8300000000000001,2.84,1.4000000000000001,2.22,CH,0
141,Delhi,2020-03-14,3.0,1.01,6.99,2.04,4.45,DL,0
142,Delhi,2020-03-15,2.7800000000000002,1.01,5.86,1.99,4.0,DL,0
143,Delhi,2020-03-16,2.62,0.93,5.24,1.9000000000000001,3.7,DL,0
144,Delhi,2020-03-17,2.75,1.06,5.25,2.05,3.81,DL,0
145,Delhi,2020-03-18,2.57,0.99,4.78,1.9100000000000001,3.5,DL,0
146,Delhi,2020-03-19,2.43,0.9,4.42,1.84,3.3200000000000003,DL,0
147,Delhi,2020-03-20,2.32,0.86,4.19,1.69,3.08,DL,0
148,Delhi,2020-03-21,2.23,0.84,4.03,1.6600000000000001,2.99,DL,0
149,Delhi,2020-03-22,2.16,0.81,3.89,1.59,2.87,DL,0
150,Delhi,2020-03-23,2.09,0.76,3.75,1.53,2.77,DL,0
151,Delhi,2020-03-24,2.04,0.73,3.65,1.5,2.71,DL,0
152,Delhi,2020-03-25,2.1,0.73,3.62,1.57,2.77,DL,0
153,Delhi,2020-03-26,2.36,1.0,3.89,1.85,3.0500000000000003,DL,0
154,Delhi,2020-03-27,2.42,1.11,3.87,1.8900000000000001,3.0300000000000002,DL,0
155,Delhi,2020-03-28,2.6,1.36,3.98,2.12,3.2,DL,0
156,Delhi,2020-03-29,3.2,2.02,4.43,2.73,3.72,DL,0
157,Delhi,2020-03-30,3.3200000000000003,2.27,4.36,2.93,3.79,DL,0
158,Delhi,2020-03-31,3.16,2.2800000000000002,4.1,2.84,3.59,DL,0
159,Delhi,2020-04-01,2.95,2.15,3.75,2.66,3.3200000000000003,DL,0
160,Delhi,2020-04-02,2.61,1.9000000000000001,3.35,2.36,2.96,DL,0
161,Delhi,2020-04-03,2.31,1.67,3.02,2.04,2.59,DL,0
162,Delhi,2020-04-04,2.1,1.48,2.75,1.84,2.36,DL,0
163,Delhi,2020-04-05,1.86,1.26,2.48,1.62,2.12,DL,0
164,Delhi,2020-04-06,1.83,1.27,2.46,1.6300000000000001,2.12,DL,0
165,Delhi,2020-04-07,1.76,1.19,2.34,1.58,2.06,DL,0
166,Delhi,2020-04-08,1.73,1.18,2.3000000000000003,1.52,1.98,DL,0
167,Delhi,2020-04-09,1.99,1.46,2.54,1.82,2.27,DL,0
168,Delhi,2020-04-10,1.95,1.45,2.48,1.79,2.22,DL,0
169,Delhi,2020-04-11,1.82,1.34,2.33,1.6600000000000001,2.07,DL,0
170,Delhi,2020-04-12,1.6400000000000001,1.16,2.12,1.48,1.8800000000000001,DL,0
171,Delhi,2020-04-13,1.42,0.96,1.9100000000000001,1.24,1.6300000000000001,DL,0
172,Delhi,2020-04-14,1.3,0.85,1.8,1.1300000000000001,1.52,DL,0
173,Delhi,2020-04-15,1.1,0.63,1.58,0.92,1.31,DL,0
174,Delhi,2020-04-16,0.97,0.51,1.48,0.81,1.21,DL,0
175,Delhi,2020-04-17,0.9400000000000001,0.46,1.44,0.79,1.2,DL,0
176,Delhi,2020-04-18,0.79,0.3,1.29,0.61,1.02,DL,0
177,Delhi,2020-04-19,0.92,0.44,1.46,0.75,1.17,DL,0
178,Delhi,2020-04-20,1.04,0.56,1.58,0.87,1.29,DL,0
179,Delhi,2020-04-21,1.07,0.58,1.59,0.91,1.33,DL,0
180,Delhi,2020-04-22,1.24,0.76,1.76,1.06,1.47,DL,0
181,Delhi,2020-04-23,1.29,0.81,1.79,1.1400000000000001,1.55,DL,0
182,Delhi,2020-04-24,1.42,0.96,1.92,1.27,1.67,DL,0
183,Delhi,2020-04-25,1.47,1.02,1.95,1.33,1.72,DL,0
184,Delhi,2020-04-26,1.42,0.98,1.8900000000000001,1.28,1.6600000000000001,DL,0
185,Delhi,2020-04-27,1.3800000000000001,0.9500000000000001,1.84,1.24,1.61,DL,0
186,Delhi,2020-04-28,1.43,1.01,1.8900000000000001,1.27,1.6300000000000001,DL,0
187,Delhi,2020-04-29,1.52,1.11,1.97,1.35,1.7,DL,0
188,Delhi,2020-04-30,1.6,1.19,2.02,1.43,1.77,DL,0
189,Delhi,2020-05-01,1.53,1.1500000000000001,1.96,1.37,1.7,DL,0
190,Delhi,2020-05-02,1.6300000000000001,1.25,2.04,1.51,1.84,DL,0
191,Delhi,2020-05-03,1.67,1.29,2.05,1.55,1.87,DL,0
192,Delhi,2020-05-04,1.73,1.3800000000000001,2.12,1.58,1.8800000000000001,DL,0
193,Delhi,2020-05-05,1.52,1.18,1.9000000000000001,1.41,1.71,DL,0
194,Delhi,2020-05-06,1.37,1.04,1.75,1.25,1.54,DL,0
195,Delhi,2020-05-07,1.2,0.85,1.55,1.08,1.37,DL,0
196,Delhi,2020-05-08,1.06,0.72,1.43,0.93,1.22,DL,0
197,Delhi,2020-05-09,0.97,0.61,1.32,0.86,1.16,DL,0
198,Gujarat,2020-03-16,3.0,1.01,6.99,2.04,4.45,GJ,0
199,Gujarat,2020-03-17,2.88,0.99,6.28,1.99,4.16,GJ,0
200,Gujarat,2020-03-18,3.14,1.1300000000000001,6.42,2.2,4.4,GJ,0
201,Gujarat,2020-03-19,3.25,1.28,6.18,2.39,4.45,GJ,0
202,Gujarat,2020-03-20,3.21,1.34,5.75,2.44,4.3,GJ,0
203,Gujarat,2020-03-21,3.1,1.35,5.3100000000000005,2.42,4.09,GJ,0
204,Gujarat,2020-03-22,2.77,1.22,4.73,2.14,3.61,GJ,0
205,Gujarat,2020-03-23,2.71,1.19,4.46,2.13,3.5,GJ,0
206,Gujarat,2020-03-24,2.49,1.11,4.13,1.95,3.21,GJ,0
207,Gujarat,2020-03-25,2.33,1.01,3.85,1.81,2.99,GJ,0
208,Gujarat,2020-03-26,2.2,0.9500000000000001,3.66,1.67,2.79,GJ,0
209,Gujarat,2020-03-27,2.1,0.89,3.5,1.6300000000000001,2.71,GJ,0
210,Gujarat,2020-03-28,2.0100000000000002,0.84,3.37,1.59,2.64,GJ,0
211,Gujarat,2020-03-29,1.93,0.76,3.22,1.51,2.5300000000000002,GJ,0
212,Gujarat,2020-03-30,1.95,0.8,3.22,1.52,2.52,GJ,0
213,Gujarat,2020-03-31,1.87,0.75,3.11,1.42,2.39,GJ,0
214,Gujarat,2020-04-01,1.8800000000000001,0.78,3.1,1.42,2.37,GJ,0
215,Gujarat,2020-04-02,1.87,0.75,3.0100000000000002,1.45,2.38,GJ,0
216,Gujarat,2020-04-03,1.93,0.85,3.06,1.53,2.44,GJ,0
217,Gujarat,2020-04-04,1.95,0.91,3.0500000000000003,1.57,2.45,GJ,0
218,Gujarat,2020-04-05,2.18,1.17,3.22,1.76,2.6,GJ,0
219,Gujarat,2020-04-06,2.45,1.5,3.42,2.1,2.89,GJ,0
220,Gujarat,2020-04-07,2.64,1.77,3.5300000000000002,2.35,3.08,GJ,0
221,Gujarat,2020-04-08,2.56,1.75,3.35,2.27,2.93,GJ,0
222,Gujarat,2020-04-09,2.48,1.76,3.23,2.24,2.85,GJ,0
223,Gujarat,2020-04-10,2.33,1.6400000000000001,3.0,2.08,2.64,GJ,0
224,Gujarat,2020-04-11,2.22,1.6,2.88,2.0100000000000002,2.54,GJ,0
225,Gujarat,2020-04-12,2.15,1.57,2.7800000000000002,1.95,2.45,GJ,0
226,Gujarat,2020-04-13,2.13,1.55,2.69,1.92,2.39,GJ,0
227,Gujarat,2020-04-14,2.15,1.61,2.69,1.97,2.42,GJ,0
228,Gujarat,2020-04-15,2.25,1.74,2.7600000000000002,2.06,2.48,GJ,0
229,Gujarat,2020-04-16,2.23,1.77,2.73,2.08,2.48,GJ,0
230,Gujarat,2020-04-17,2.19,1.76,2.67,2.0100000000000002,2.38,GJ,0
231,Gujarat,2020-04-18,2.08,1.6600000000000001,2.52,1.95,2.31,GJ,0
232,Gujarat,2020-04-19,1.8900000000000001,1.5,2.33,1.74,2.08,GJ,0
233,Gujarat,2020-04-20,1.68,1.3,2.11,1.53,1.86,GJ,0
234,Gujarat,2020-04-21,1.49,1.1,1.8900000000000001,1.37,1.7,GJ,0
235,Gujarat,2020-04-22,1.34,0.96,1.75,1.21,1.54,GJ,0
236,Gujarat,2020-04-23,1.2,0.8200000000000001,1.61,1.08,1.41,GJ,0
237,Gujarat,2020-04-24,1.09,0.71,1.51,0.96,1.29,GJ,0
238,Gujarat,2020-04-25,1.1300000000000001,0.75,1.55,0.99,1.32,GJ,0
239,Gujarat,2020-04-26,1.16,0.78,1.58,1.03,1.36,GJ,0
240,Gujarat,2020-04-27,1.21,0.8300000000000001,1.62,1.09,1.42,GJ,0
241,Gujarat,2020-04-28,1.27,0.89,1.67,1.12,1.44,GJ,0
242,Gujarat,2020-04-29,1.33,0.97,1.74,1.21,1.53,GJ,0
243,Gujarat,2020-04-30,1.35,0.97,1.72,1.21,1.52,GJ,0
244,Gujarat,2020-05-01,1.3900000000000001,1.04,1.78,1.28,1.59,GJ,0
245,Gujarat,2020-05-02,1.3900000000000001,1.05,1.78,1.27,1.57,GJ,0
246,Gujarat,2020-05-03,1.37,1.03,1.74,1.27,1.57,GJ,0
247,Gujarat,2020-05-04,1.32,0.98,1.68,1.2,1.49,GJ,0
248,Gujarat,2020-05-05,1.27,0.92,1.61,1.16,1.45,GJ,0
249,Gujarat,2020-05-06,1.21,0.88,1.57,1.11,1.4000000000000001,GJ,0
250,Gujarat,2020-05-07,1.16,0.84,1.53,1.03,1.31,GJ,0
251,Gujarat,2020-05-08,1.11,0.77,1.45,0.98,1.26,GJ,0
252,Gujarat,2020-05-09,1.08,0.74,1.42,0.9500000000000001,1.23,GJ,0
253,Haryana,2020-03-14,3.0,1.01,6.99,2.04,4.45,HR,0
254,Haryana,2020-03-15,2.37,0.87,4.89,1.7,3.37,HR,0
255,Haryana,2020-03-16,2.25,0.8200000000000001,4.45,1.67,3.19,HR,0
256,Haryana,2020-03-17,2.0,0.72,3.97,1.44,2.79,HR,0
257,Haryana,2020-03-18,1.96,0.7000000000000001,3.86,1.4000000000000001,2.71,HR,0
258,Haryana,2020-03-19,1.8,0.6,3.59,1.31,2.5500000000000003,HR,0
259,Haryana,2020-03-20,1.92,0.62,3.69,1.42,2.7,HR,0
260,Haryana,2020-03-21,1.8900000000000001,0.62,3.64,1.35,2.6,HR,0
261,Haryana,2020-03-22,1.86,0.58,3.5500000000000003,1.33,2.56,HR,0
262,Haryana,2020-03-23,1.84,0.56,3.49,1.36,2.58,HR,0
263,Haryana,2020-03-24,1.81,0.55,3.45,1.29,2.49,HR,0
264,Haryana,2020-03-25,1.79,0.52,3.39,1.28,2.47,HR,0
265,Haryana,2020-03-26,1.77,0.48,3.3200000000000003,1.26,2.44,HR,0
266,Haryana,2020-03-27,1.74,0.43,3.24,1.22,2.39,HR,0
267,Haryana,2020-03-28,1.72,0.42,3.21,1.25,2.42,HR,0
268,Haryana,2020-03-29,1.7,0.4,3.17,1.2,2.36,HR,0
269,Haryana,2020-03-30,1.79,0.45,3.25,1.3,2.47,HR,0
270,Haryana,2020-03-31,1.97,0.61,3.44,1.44,2.61,HR,0
271,Haryana,2020-04-01,1.99,0.65,3.41,1.48,2.62,HR,0
272,Haryana,2020-04-02,2.1,0.8,3.49,1.62,2.73,HR,0
273,Haryana,2020-04-03,2.25,0.99,3.5700000000000003,1.76,2.82,HR,0
274,Haryana,2020-04-04,2.31,1.1300000000000001,3.56,1.87,2.87,HR,0
275,Haryana,2020-04-05,2.25,1.1300000000000001,3.4,1.87,2.81,HR,0
276,Haryana,2020-04-06,2.12,1.1,3.24,1.75,2.63,HR,0
277,Haryana,2020-04-07,1.9100000000000001,0.91,2.94,1.57,2.41,HR,0
278,Haryana,2020-04-08,1.8,0.84,2.8000000000000003,1.48,2.29,HR,0
279,Haryana,2020-04-09,1.57,0.63,2.54,1.25,2.04,HR,0
280,Haryana,2020-04-10,1.42,0.49,2.37,1.1,1.8800000000000001,HR,0
281,Haryana,2020-04-11,1.3,0.38,2.24,0.92,1.69,HR,0
282,Haryana,2020-04-12,1.18,0.27,2.1,0.87,1.6500000000000001,HR,0
283,Haryana,2020-04-13,1.12,0.2,2.0100000000000002,0.77,1.55,HR,0
284,Haryana,2020-04-14,1.17,0.19,2.0300000000000002,0.8,1.59,HR,0
285,Haryana,2020-04-15,1.21,0.24,2.11,0.86,1.6600000000000001,HR,0
286,Haryana,2020-04-16,1.19,0.24,2.11,0.8300000000000001,1.6300000000000001,HR,0
287,Haryana,2020-04-17,1.18,0.24,2.11,0.8,1.6,HR,0
288,Haryana,2020-04-18,1.17,0.2,2.06,0.84,1.6500000000000001,HR,0
289,Haryana,2020-04-19,1.1500000000000001,0.21,2.07,0.8200000000000001,1.6300000000000001,HR,0
290,Haryana,2020-04-20,1.1400000000000001,0.18,2.0300000000000002,0.8,1.61,HR,0
291,Haryana,2020-04-21,1.1300000000000001,0.19,2.04,0.78,1.59,HR,0
292,Haryana,2020-04-22,1.07,0.14,1.95,0.73,1.54,HR,0
293,Haryana,2020-04-23,1.06,0.13,1.94,0.7000000000000001,1.51,HR,0
294,Haryana,2020-04-24,1.05,0.13,1.94,0.67,1.48,HR,0
295,Haryana,2020-04-25,1.04,0.12,1.93,0.71,1.53,HR,0
296,Haryana,2020-04-26,1.09,0.16,2.0100000000000002,0.71,1.53,HR,0
297,Haryana,2020-04-27,1.19,0.18,2.08,0.85,1.68,HR,0
298,Haryana,2020-04-28,1.23,0.24,2.15,0.86,1.68,HR,0
299,Haryana,2020-04-29,1.46,0.5,2.46,1.12,1.93,HR,0
300,Haryana,2020-04-30,1.69,0.74,2.63,1.37,2.15,HR,0
301,Haryana,2020-05-01,1.85,0.96,2.75,1.55,2.29,HR,0
302,Haryana,2020-05-02,1.94,1.12,2.81,1.62,2.31,HR,0
303,Haryana,2020-05-03,1.94,1.17,2.7600000000000002,1.6400000000000001,2.29,HR,0
304,Haryana,2020-05-04,1.83,1.11,2.62,1.57,2.19,HR,0
305,Haryana,2020-05-05,1.69,1.0,2.45,1.46,2.06,HR,0
306,Haryana,2020-05-06,1.56,0.85,2.25,1.32,1.9000000000000001,HR,0
307,Haryana,2020-05-07,1.45,0.79,2.17,1.22,1.79,HR,0
308,Haryana,2020-05-08,1.29,0.61,1.97,1.04,1.6,HR,0
309,Haryana,2020-05-09,1.1300000000000001,0.46,1.82,0.88,1.44,HR,0
310,Himachal Pradesh,2020-05-03,3.0,1.01,6.99,2.04,4.45,HP,1
311,Himachal Pradesh,2020-05-04,2.88,0.99,6.28,1.99,4.16,HP,1
312,Himachal Pradesh,2020-05-05,2.7800000000000002,0.9400000000000001,5.8100000000000005,2.0,4.0200000000000005,HP,1
313,Himachal Pradesh,2020-05-06,3.02,1.08,5.99,2.15,4.2,HP,1
314,Himachal Pradesh,2020-05-07,2.83,1.03,5.43,2.02,3.86,HP,1
315,Himachal Pradesh,2020-05-08,2.68,0.99,5.0600000000000005,2.0100000000000002,3.72,HP,1
316,Himachal Pradesh,2020-05-09,2.57,0.97,4.8100000000000005,1.93,3.54,HP,1
317,India,2020-03-14,3.0,1.01,6.99,2.04,4.45,India,0
318,India,2020-03-15,1.58,0.65,2.86,1.22,2.15,India,0
319,India,2020-03-16,1.44,0.62,2.49,1.11,1.8900000000000001,India,0
