,index,state,date,ML,Low_90,High_90,Low_50,High_50,state_ab
869,869,Uttar Pradesh,2020-04-03,2.23,1.3800000000000001,3.14,1.8900000000000001,2.61,UP
870,870,Uttar Pradesh,2020-04-04,2.08,1.26,2.91,1.79,2.47,UP
871,871,Uttar Pradesh,2020-04-05,2.0,1.23,2.8000000000000003,1.74,2.39,UP
872,872,Uttar Pradesh,2020-04-06,1.84,1.12,2.63,1.57,2.19,UP
873,873,Uttar Pradesh,2020-04-07,1.68,0.97,2.43,1.41,2.0100000000000002,UP
874,874,Uttar Pradesh,2020-04-08,1.53,0.8200000000000001,2.25,1.28,1.87,UP
875,875,Uttar Pradesh,2020-04-09,1.49,0.78,2.19,1.23,1.81,UP
876,876,Uttar Pradesh,2020-04-10,1.53,0.8300000000000001,2.22,1.25,1.82,UP
877,877,Uttar Pradesh,2020-04-11,1.6300000000000001,0.9400000000000001,2.3000000000000003,1.3800000000000001,1.94,UP
878,878,Uttar Pradesh,2020-04-12,1.67,1.03,2.36,1.45,2.0,UP
879,879,Uttar Pradesh,2020-04-13,1.69,1.07,2.36,1.46,1.99,UP
880,880,Uttar Pradesh,2020-04-14,1.73,1.1,2.34,1.49,2.0,UP
881,881,Uttar Pradesh,2020-04-15,1.78,1.2,2.4,1.53,2.02,UP
882,882,Uttar Pradesh,2020-04-16,1.75,1.2,2.36,1.56,2.04,UP
883,883,Uttar Pradesh,2020-04-17,1.74,1.21,2.33,1.55,2.0100000000000002,UP
884,884,Uttar Pradesh,2020-04-18,1.68,1.1500000000000001,2.23,1.51,1.96,UP
885,885,Uttar Pradesh,2020-04-19,1.56,1.04,2.09,1.4000000000000001,1.84,UP
886,886,Uttar Pradesh,2020-04-20,1.5,1.01,2.05,1.34,1.77,UP
887,887,Uttar Pradesh,2020-04-21,1.49,1.01,2.0300000000000002,1.32,1.74,UP
888,888,Uttar Pradesh,2020-04-22,1.43,0.9400000000000001,1.94,1.23,1.6400000000000001,UP
889,889,Uttar Pradesh,2020-04-23,1.32,0.84,1.83,1.16,1.57,UP
890,890,Uttar Pradesh,2020-04-24,1.22,0.75,1.74,1.06,1.47,UP
891,891,Uttar Pradesh,2020-04-25,1.1500000000000001,0.68,1.67,0.99,1.4000000000000001,UP
892,892,Uttar Pradesh,2020-04-26,1.03,0.54,1.53,0.86,1.27,UP
893,893,Uttar Pradesh,2020-04-27,1.0,0.51,1.51,0.81,1.22,UP
894,894,Uttar Pradesh,2020-04-28,1.04,0.55,1.56,0.88,1.3,UP
895,895,Uttar Pradesh,2020-04-29,1.07,0.59,1.6,0.91,1.33,UP
896,896,Uttar Pradesh,2020-04-30,1.07,0.59,1.6,0.91,1.33,UP
897,897,Uttar Pradesh,2020-05-01,1.1500000000000001,0.66,1.6600000000000001,0.96,1.37,UP
898,898,Uttar Pradesh,2020-05-02,1.19,0.71,1.7,1.03,1.44,UP
899,899,Uttar Pradesh,2020-05-03,1.28,0.81,1.79,1.09,1.49,UP
900,900,Uttarakhand,2020-04-14,3.0,1.01,6.99,2.04,4.45,UT
901,901,Uttarakhand,2020-04-15,2.88,0.99,6.28,1.99,4.16,UT
902,902,Uttarakhand,2020-04-16,2.7800000000000002,0.9400000000000001,5.8100000000000005,2.0,4.0200000000000005,UT
903,903,Uttarakhand,2020-04-17,2.7,0.97,5.5600000000000005,1.87,3.77,UT
904,904,Uttarakhand,2020-04-18,2.63,0.93,5.3,1.9100000000000001,3.73,UT
905,905,Uttarakhand,2020-04-19,2.57,0.89,5.09,1.86,3.61,UT
906,906,Uttarakhand,2020-04-20,2.52,0.89,4.96,1.79,3.48,UT
907,907,Uttarakhand,2020-04-21,2.47,0.87,4.83,1.82,3.47,UT
908,908,Uttarakhand,2020-04-22,2.42,0.81,4.67,1.79,3.4,UT
909,909,Uttarakhand,2020-04-23,2.38,0.78,4.5600000000000005,1.7,3.27,UT
910,910,Uttarakhand,2020-04-24,2.35,0.72,4.43,1.6600000000000001,3.2,UT
911,911,Uttarakhand,2020-04-25,2.31,0.76,4.42,1.69,3.21,UT
912,912,Uttarakhand,2020-04-26,2.2800000000000002,0.68,4.28,1.67,3.17,UT
913,913,Uttarakhand,2020-04-27,2.25,0.6900000000000001,4.25,1.6400000000000001,3.12,UT
914,914,Uttarakhand,2020-04-28,2.22,0.67,4.19,1.59,3.0500000000000003,UT
915,915,Uttarakhand,2020-04-29,2.19,0.62,4.1,1.6,3.0500000000000003,UT
916,916,Uttarakhand,2020-04-30,2.16,0.61,4.0600000000000005,1.52,2.95,UT
917,917,Uttarakhand,2020-05-01,2.14,0.58,4.0,1.51,2.93,UT
918,918,Uttarakhand,2020-05-02,2.11,0.54,3.93,1.49,2.9,UT
919,919,Uttarakhand,2020-05-03,2.09,0.54,3.91,1.45,2.85,UT
920,920,West Bengal,2020-03-18,3.0,1.01,6.99,2.04,4.45,WB
921,921,West Bengal,2020-03-19,2.88,0.99,6.28,1.99,4.16,WB
922,922,West Bengal,2020-03-20,2.7800000000000002,0.9400000000000001,5.8100000000000005,2.0,4.0200000000000005,WB
923,923,West Bengal,2020-03-21,2.7,0.97,5.5600000000000005,1.87,3.77,WB
924,924,West Bengal,2020-03-22,2.63,0.93,5.3,1.9100000000000001,3.73,WB
925,925,West Bengal,2020-03-23,2.57,0.89,5.09,1.86,3.61,WB
926,926,West Bengal,2020-03-24,2.77,0.98,5.24,2.0,3.7800000000000002,WB
927,927,West Bengal,2020-03-25,2.64,0.93,4.91,1.87,3.5300000000000002,WB
928,928,West Bengal,2020-03-26,2.5300000000000002,0.93,4.71,1.8900000000000001,3.47,WB
929,929,West Bengal,2020-03-27,2.63,0.98,4.7,2.0100000000000002,3.5700000000000003,WB
930,930,West Bengal,2020-03-28,2.5,0.96,4.47,1.86,3.3200000000000003,WB
931,931,West Bengal,2020-03-29,2.71,1.11,4.57,2.0300000000000002,3.47,WB
932,932,West Bengal,2020-03-30,2.5100000000000002,1.04,4.25,1.97,3.31,WB
933,933,West Bengal,2020-03-31,2.36,0.96,3.99,1.84,3.1,WB
934,934,West Bengal,2020-04-01,2.47,1.1,4.04,1.96,3.18,WB
935,935,West Bengal,2020-04-02,2.3000000000000003,1.01,3.7800000000000002,1.76,2.9,WB
936,936,West Bengal,2020-04-03,2.2600000000000002,1.01,3.66,1.75,2.84,WB
937,937,West Bengal,2020-04-04,2.12,0.92,3.45,1.6500000000000001,2.69,WB
938,938,West Bengal,2020-04-05,2.0100000000000002,0.81,3.24,1.54,2.54,WB
939,939,West Bengal,2020-04-06,2.0,0.84,3.2,1.54,2.5100000000000002,WB
940,940,West Bengal,2020-04-07,1.83,0.73,3.02,1.4000000000000001,2.34,WB
941,941,West Bengal,2020-04-08,1.83,0.73,2.97,1.4000000000000001,2.32,WB
942,942,West Bengal,2020-04-09,1.82,0.74,2.93,1.42,2.32,WB
943,943,West Bengal,2020-04-10,1.81,0.76,2.9,1.43,2.31,WB
944,944,West Bengal,2020-04-11,1.9000000000000001,0.88,2.96,1.56,2.42,WB
945,945,West Bengal,2020-04-12,1.9100000000000001,0.93,2.94,1.49,2.31,WB
946,946,West Bengal,2020-04-13,1.8900000000000001,0.9400000000000001,2.87,1.51,2.3000000000000003,WB
947,947,West Bengal,2020-04-14,1.92,1.02,2.88,1.56,2.32,WB
948,948,West Bengal,2020-04-15,1.8800000000000001,1.0,2.7800000000000002,1.54,2.27,WB
949,949,West Bengal,2020-04-16,1.8,0.96,2.68,1.51,2.22,WB
950,950,West Bengal,2020-04-17,1.8,0.99,2.65,1.49,2.17,WB
951,951,West Bengal,2020-04-18,1.76,0.96,2.56,1.48,2.14,WB
952,952,West Bengal,2020-04-19,1.68,0.9400000000000001,2.5,1.41,2.05,WB
953,953,West Bengal,2020-04-20,1.68,0.93,2.44,1.4000000000000001,2.02,WB
954,954,West Bengal,2020-04-21,1.7,0.99,2.46,1.46,2.07,WB
955,955,West Bengal,2020-04-22,1.67,0.99,2.42,1.44,2.0300000000000002,WB
956,956,West Bengal,2020-04-23,1.62,0.9500000000000001,2.34,1.37,1.94,WB
957,957,West Bengal,2020-04-24,1.58,0.93,2.29,1.35,1.9100000000000001,WB
958,958,West Bengal,2020-04-25,1.49,0.85,2.18,1.27,1.82,WB
959,959,West Bengal,2020-04-26,1.3900000000000001,0.75,2.06,1.16,1.7,WB
960,960,West Bengal,2020-04-27,1.32,0.68,1.98,1.11,1.6500000000000001,WB
961,961,West Bengal,2020-04-28,1.36,0.73,2.02,1.12,1.6500000000000001,WB
962,962,West Bengal,2020-04-29,1.27,0.64,1.92,1.05,1.58,WB
963,963,West Bengal,2020-04-30,1.25,0.64,1.92,1.05,1.58,WB
964,964,West Bengal,2020-05-01,1.24,0.62,1.8900000000000001,0.99,1.51,WB
965,965,West Bengal,2020-05-02,1.24,0.62,1.8800000000000001,1.02,1.54,WB
966,966,West Bengal,2020-05-03,1.21,0.61,1.87,1.0,1.52,WB
