state,date,ML,Low_90,High_90,Low_50,High_50
Telangana,2020-03-28,2.12,0.93,3.41,1.62,2.64
Telangana,2020-03-29,2.23,1.07,3.46,1.82,2.81
Telangana,2020-03-30,2.48,1.3900000000000001,3.66,2.1,3.04
Telangana,2020-03-31,2.52,1.51,3.61,2.11,2.97
Telangana,2020-04-01,2.59,1.67,3.6,2.22,3.0100000000000002
Telangana,2020-04-02,2.52,1.6500000000000001,3.41,2.23,2.96
Telangana,2020-04-03,2.39,1.61,3.24,2.11,2.7800000000000002
Telangana,2020-04-04,2.21,1.47,2.99,1.96,2.59
Telangana,2020-04-05,1.99,1.28,2.72,1.7,2.29
Telangana,2020-04-06,1.77,1.08,2.47,1.5,2.07
Telangana,2020-04-07,1.58,0.9,2.2600000000000002,1.33,1.8900000000000001
Telangana,2020-04-08,1.35,0.68,2.0300000000000002,1.1300000000000001,1.69
Telangana,2020-04-09,1.29,0.64,2.0,1.06,1.62
Telangana,2020-04-10,1.23,0.5700000000000001,1.93,0.99,1.55
Telangana,2020-04-11,1.2,0.55,1.92,0.9500000000000001,1.51
Telangana,2020-04-12,1.21,0.54,1.9100000000000001,0.92,1.48
Telangana,2020-04-13,1.26,0.59,1.96,0.98,1.54
Telangana,2020-04-14,1.32,0.66,2.02,1.08,1.6400000000000001
Telangana,2020-04-15,1.35,0.68,2.02,1.09,1.6400000000000001
Telangana,2020-04-16,1.32,0.6900000000000001,2.02,1.11,1.6600000000000001
Telangana,2020-04-17,1.3,0.66,1.97,1.07,1.61
Telangana,2020-04-18,1.19,0.55,1.85,0.98,1.52
Telangana,2020-04-19,1.12,0.49,1.79,0.91,1.45
Telangana,2020-04-20,1.1,0.46,1.76,0.89,1.43
Telangana,2020-04-21,1.02,0.36,1.6600000000000001,0.8,1.34
Telangana,2020-04-22,0.93,0.27,1.57,0.68,1.22
Telangana,2020-04-23,0.89,0.25,1.56,0.65,1.2
Uttar Pradesh,2020-03-14,3.0,1.01,6.99,2.04,4.45
Uttar Pradesh,2020-03-15,2.37,0.87,4.89,1.7,3.37
Uttar Pradesh,2020-03-16,2.25,0.8200000000000001,4.45,1.67,3.19
Uttar Pradesh,2020-03-17,2.16,0.79,4.17,1.56,2.97
Uttar Pradesh,2020-03-18,2.08,0.72,3.92,1.55,2.89
Uttar Pradesh,2020-03-19,1.8900000000000001,0.66,3.65,1.36,2.6
Uttar Pradesh,2020-03-20,1.99,0.71,3.73,1.49,2.75
Uttar Pradesh,2020-03-21,1.94,0.67,3.6,1.44,2.66
Uttar Pradesh,2020-03-22,1.8900000000000001,0.64,3.5,1.41,2.6
Uttar Pradesh,2020-03-23,1.85,0.6,3.4,1.34,2.5
Uttar Pradesh,2020-03-24,1.92,0.67,3.47,1.43,2.59
Uttar Pradesh,2020-03-25,1.97,0.71,3.47,1.44,2.58
Uttar Pradesh,2020-03-26,2.1,0.8200000000000001,3.54,1.6300000000000001,2.7600000000000002
Uttar Pradesh,2020-03-27,2.08,0.87,3.49,1.6,2.68
Uttar Pradesh,2020-03-28,2.14,0.9500000000000001,3.47,1.69,2.73
Uttar Pradesh,2020-03-29,2.08,0.9500000000000001,3.35,1.6600000000000001,2.65
Uttar Pradesh,2020-03-30,2.16,1.05,3.34,1.7,2.64
Uttar Pradesh,2020-03-31,2.32,1.28,3.45,1.9100000000000001,2.8000000000000003
Uttar Pradesh,2020-04-01,2.32,1.34,3.36,1.95,2.7800000000000002
Uttar Pradesh,2020-04-02,2.2800000000000002,1.37,3.25,1.9100000000000001,2.68
Uttar Pradesh,2020-04-03,2.23,1.3800000000000001,3.14,1.8900000000000001,2.61
Uttar Pradesh,2020-04-04,2.08,1.26,2.91,1.79,2.47
Uttar Pradesh,2020-04-05,2.0,1.23,2.8000000000000003,1.74,2.39
Uttar Pradesh,2020-04-06,1.84,1.12,2.63,1.57,2.19
Uttar Pradesh,2020-04-07,1.68,0.97,2.43,1.41,2.0100000000000002
Uttar Pradesh,2020-04-08,1.53,0.8200000000000001,2.25,1.28,1.87
Uttar Pradesh,2020-04-09,1.49,0.78,2.19,1.23,1.81
Uttar Pradesh,2020-04-10,1.53,0.8300000000000001,2.22,1.25,1.82
Uttar Pradesh,2020-04-11,1.6300000000000001,0.9400000000000001,2.3000000000000003,1.3800000000000001,1.94
Uttar Pradesh,2020-04-12,1.67,1.03,2.36,1.45,2.0
Uttar Pradesh,2020-04-13,1.69,1.07,2.36,1.46,1.99
Uttar Pradesh,2020-04-14,1.73,1.1,2.34,1.49,2.0
Uttar Pradesh,2020-04-15,1.78,1.2,2.4,1.53,2.02
Uttar Pradesh,2020-04-16,1.75,1.2,2.36,1.56,2.04
Uttar Pradesh,2020-04-17,1.74,1.21,2.33,1.55,2.0100000000000002
Uttar Pradesh,2020-04-18,1.68,1.1500000000000001,2.23,1.51,1.96
Uttar Pradesh,2020-04-19,1.56,1.04,2.09,1.4000000000000001,1.84
Uttar Pradesh,2020-04-20,1.5,1.01,2.05,1.34,1.77
Uttar Pradesh,2020-04-21,1.44,0.9500000000000001,1.97,1.26,1.68
Uttar Pradesh,2020-04-22,1.37,0.89,1.9000000000000001,1.22,1.6400000000000001
Uttar Pradesh,2020-04-23,1.24,0.76,1.76,1.05,1.46
Uttarakhand,2020-04-14,3.0,1.01,6.99,2.04,4.45
Uttarakhand,2020-04-15,2.88,0.99,6.28,1.99,4.16
Uttarakhand,2020-04-16,2.7800000000000002,0.9400000000000001,5.8100000000000005,2.0,4.0200000000000005
Uttarakhand,2020-04-17,2.7,0.97,5.5600000000000005,1.87,3.77
Uttarakhand,2020-04-18,2.63,0.93,5.3,1.9100000000000001,3.73
Uttarakhand,2020-04-19,2.57,0.89,5.09,1.86,3.61
Uttarakhand,2020-04-20,2.52,0.89,4.96,1.79,3.48
Uttarakhand,2020-04-21,2.47,0.87,4.83,1.82,3.47
Uttarakhand,2020-04-22,2.42,0.81,4.67,1.79,3.4
Uttarakhand,2020-04-23,2.38,0.78,4.5600000000000005,1.7,3.27
West Bengal,2020-03-18,3.0,1.01,6.99,2.04,4.45
West Bengal,2020-03-19,2.88,0.99,6.28,1.99,4.16
West Bengal,2020-03-20,2.7800000000000002,0.9400000000000001,5.8100000000000005,2.0,4.0200000000000005
West Bengal,2020-03-21,2.7,0.97,5.5600000000000005,1.87,3.77
West Bengal,2020-03-22,2.63,0.93,5.3,1.9100000000000001,3.73
West Bengal,2020-03-23,2.57,0.89,5.09,1.86,3.61
West Bengal,2020-03-24,2.77,0.98,5.24,2.0,3.7800000000000002
West Bengal,2020-03-25,2.64,0.93,4.91,1.87,3.5300000000000002
West Bengal,2020-03-26,2.5300000000000002,0.93,4.71,1.8900000000000001,3.47
West Bengal,2020-03-27,2.63,0.98,4.7,2.0100000000000002,3.5700000000000003
West Bengal,2020-03-28,2.5,0.96,4.47,1.86,3.3200000000000003
West Bengal,2020-03-29,2.71,1.11,4.57,2.0300000000000002,3.47
West Bengal,2020-03-30,2.5100000000000002,1.04,4.25,1.97,3.31
West Bengal,2020-03-31,2.36,0.96,3.99,1.84,3.1
West Bengal,2020-04-01,2.47,1.1,4.04,1.96,3.18
West Bengal,2020-04-02,2.3000000000000003,1.01,3.7800000000000002,1.76,2.9
West Bengal,2020-04-03,2.2600000000000002,1.01,3.66,1.75,2.84
West Bengal,2020-04-04,2.12,0.92,3.45,1.6500000000000001,2.69
West Bengal,2020-04-05,2.0100000000000002,0.81,3.24,1.54,2.54
West Bengal,2020-04-06,2.0,0.84,3.2,1.54,2.5100000000000002
West Bengal,2020-04-07,1.83,0.73,3.02,1.4000000000000001,2.34
West Bengal,2020-04-08,1.83,0.73,2.97,1.4000000000000001,2.32
West Bengal,2020-04-09,1.82,0.74,2.93,1.42,2.32
West Bengal,2020-04-10,1.81,0.76,2.9,1.43,2.31
West Bengal,2020-04-11,1.9000000000000001,0.88,2.96,1.56,2.42
West Bengal,2020-04-12,1.9100000000000001,0.93,2.94,1.49,2.31
West Bengal,2020-04-13,1.8900000000000001,0.9400000000000001,2.87,1.51,2.3000000000000003
West Bengal,2020-04-14,1.92,1.02,2.88,1.56,2.32
West Bengal,2020-04-15,1.8800000000000001,1.0,2.7800000000000002,1.54,2.27
West Bengal,2020-04-16,1.8,0.96,2.68,1.51,2.22
West Bengal,2020-04-17,1.8,0.99,2.65,1.49,2.17
West Bengal,2020-04-18,1.76,0.96,2.56,1.48,2.14
West Bengal,2020-04-19,1.68,0.9400000000000001,2.5,1.41,2.05
West Bengal,2020-04-20,1.6500000000000001,0.93,2.45,1.36,1.98
West Bengal,2020-04-21,1.59,0.87,2.35,1.34,1.95
West Bengal,2020-04-22,1.56,0.87,2.32,1.33,1.93
West Bengal,2020-04-23,1.49,0.79,2.21,1.26,1.85
